ID,Tweet,Sentiment,Time,Age,Country,Population -2020,Land Area (KmÂ²),Density (P/KmÂ²),Ground Truth,Predictions,Match
781d900e89,betos pizzeria banksville rd believe beachview area sorry answer like  years later,negative,night,70-100,Russia,145934462,16376870,9,df,['df'],True
22e55199bd,cause give reason assume  sg,neutral,noon,60-70,Samoa,198414,2830,70,df,['sadness'],False
1538798e8c,nnnnoooooo learned weve got frost warning tonight,negative,night,31-45,Comoros,869601,1861,467,anger,['anger'],True
b75f6c9be9,crud say,neutral,night,31-45,Morocco,36910560,446300,83,sadness,['sadness'],True
820f19ca44,missed tweets joe  time difference uk dont get fave supporters uk ,neutral,noon,60-70,United Arab Emirates,9890402,83600,118,happiness,['happiness'],True
54a3eab849,making german apple slice nom nom nom,positive,night,31-45,Russia,145934462,16376870,9,happiness,['df'],False
9adccf6bf9,happy mothers day,positive,morning,46-60,Micronesia,115023,700,164,happiness,['happiness'],True
8a51887698,hahaooh gorgeous wasn whole weekend follow ouchi blisters shoes yesterday,neutral,night,70-100,Namibia,2540905,823000,3,df,['df'],True
9ae78ce646,ease use better camera syncs witunes smaller i looked storm eyeappealing  clunky just few,neutral,noon,21-30,Montenegro,628066,13450,47,happiness,['happiness'],True
b3047d288a,moment over fly car,neutral,night,70-100,Bahamas,393244,10010,39,sadness,['sadness'],True
014783185d,writersthey make wonderwhy foisting little pipe dreams stories head onto people like writing,neutral,morning,46-60,Singapore,5850342,700,8358,df,['df'],True
1bc9031c89,wishes could one going conference bahamas next week,positive,morning,46-60,Andorra,77265,470,164,sadness,['sadness'],True
3963d30729,  forgot lube  may need go er,neutral,night,70-100,South Africa,59308690,1213090,49,fear,['fear'],True
00cdbbc17c,actually progressive studying today,neutral,morning,0-20,China,1439323776,9388211,153,happiness,['happiness'],True
d2754597c4,cant wait watch tonight show evening last one jay,neutral,morning,0-20,Cambodia,16718965,176520,95,happiness,['sadness'],False
cba5154eae,kewl sounds good wait it thanks,positive,morning,0-20,Brunei,437479,5270,83,happiness,['happiness'],True
3254ce8282,crash drive alone besides cant crash gotta work lol ,neutral,noon,21-30,North Korea,25778816,120410,214,happiness,['happiness'],True
7325265617,yeah done several times dumerils boa times w prob wonder hognose needs bigger food,neutral,noon,21-30,Bangladesh,164689383,130170,1265,df,['df'],True
441cc69df6,getting ready go ikea alone cuz one go,negative,night,70-100,Algeria,43851044,2381740,18,sadness,['sadness'],True
67a8fd1f5b,doin homework ugh,negative,noon,21-30,Nepal,29136808,143350,203,sadness,['sadness'],True
b6052e465f,baby miss,negative,night,31-45,Honduras,9904607,111890,89,sadness,['sadness'],True
315851fcad,says diana wanna burn pics dvd cd svsc,negative,noon,21-30,Malta,441543,320,1380,df,['df'],True
9311254c62,recorded new song today u wont hear long time thooo might play shows tho comeeeeee,neutral,morning,0-20,Andorra,77265,470,164,happiness,['happiness'],True
b7e7e4bb8d,asorry hun im sure purpose though seems sweet maybe  hour thing s,negative,night,31-45,Burkina Faso,20903273,273600,76,sadness,['sadness'],True
f653b12e0f,holy  raining la jacket oh no,negative,night,31-45,Finland,5540720,304000,18,sadness,['sadness'],True
6f56e42577,leave alone accept appology,positive,night,70-100,Djibouti,988000,23180,43,sadness,['sadness'],True
3b012ceed8,well hope good weekend even good day work moro already monday hereso far good,positive,night,31-45,Guatemala,17915568,107160,167,happiness,['happiness'],True
22076dad91,thanx,neutral,noon,21-30,Mauritius,1271768,2030,626,df,['happiness'],False
7fb66b3ad5,wish yallunfortunately able make itgotta work nd gig today,negative,noon,21-30,United Arab Emirates,9890402,83600,118,sadness,['sadness'],True
3de5f8836e,misses much,negative,morning,0-20,Nigeria,206139589,910770,226,df,['df'],True
3737e67016,braid free miss thee  blond come,neutral,noon,21-30,Mauritius,1271768,2030,626,happiness,['sadness'],False
d7c602d34e,moon sooooo pretty,positive,noon,21-30,Zambia,18383955,743390,25,happiness,['happiness'],True
7ef7bc5e68,finally friday things going different starting next weekmy house empty,neutral,night,70-100,Ghana,31072940,227540,137,happiness,['happiness'],True
22bac2cdb7,second hit reply tweet asked stop playing music sad someone sing me key works,negative,morning,0-20,Egypt,102334404,995450,103,sadness,['sadness'],True
603045ab40,s mum asked us thank introducing us kennys  were mothers day dinner,positive,morning,46-60,Latvia,1886198,62200,30,happiness,['happiness'],True
1ec419afcc,good little saturday include bed bath beyond borders list cant wait tomorrow good day planned,positive,noon,21-30,Armenia,2963243,28470,104,happiness,['happiness'],True
08513f136b,yeah great outside without rainsnow  cold air love sunny days,positive,noon,21-30,Romania,19237691,230170,84,happiness,['happiness'],True
872784b2c4,empitome epic fail know epic fail,negative,noon,21-30,Mauritius,1271768,2030,626,happiness,['happiness'],True
1f5d180807,thanks good tv simple that dollhouse,positive,morning,0-20,Mongolia,3278290,1553560,2,df,['df'],True
32a95ba694,think so,neutral,night,31-45,United Kingdom,67886011,241930,281,df,['df'],True
d95ff811cd,flirting ima good man bad habits,neutral,noon,60-70,Angola,32866272,1246700,26,happiness,['happiness'],True
c1c67d1a99,smiling guys are turn speakers smilelife good smile,positive,morning,46-60,Indonesia,273523615,1811570,151,happiness,['happiness'],True
65c7eae9b6,hello everyone im sitting rocking  sam air best classic rock station twitter,positive,morning,0-20,Burundi,11890784,25680,463,happiness,['happiness'],True
660324ee3b,know need new iphone stat dropped mine cement  weeks ago couple rows pixels went,neutral,morning,46-60,Ireland,4937786,68890,72,sadness,['sadness'],True
62dfbedcd9,ya prob dont want,negative,morning,46-60,Belarus,9449323,202910,47,df,['df'],True
1e89a9ac1a,really even little bit pane,neutral,morning,0-20,Austria,9006398,82400,109,df,['df'],True
05ee6aa24e,im finally going bed everybody whatever doing blessed,positive,night,31-45,Burkina Faso,20903273,273600,76,happiness,['happiness'],True
9984b547fe,lovely mothers day,positive,noon,21-30,Kenya,53771296,569140,94,happiness,['happiness'],True
074ec90ae2, kbal sorry feeling way,negative,morning,46-60,Sao Tome and Principe,219159,960,228,sadness,['sadness'],True
16dd908d13,ss bad,negative,night,70-100,Equatorial Guinea,1402985,28050,50,sadness,['sadness'],True
28b57f3990,smf  shameless plugging best rangers forum earth,neutral,night,70-100,Antigua and Barbuda,97929,440,223,df,['df'],True
3de9819b40,mood shrimp scampi vermouth,negative,noon,21-30,Luxembourg,625978,2590,242,sadness,['df'],False
96721ce35a,cant make nyc im huh,negative,morning,46-60,Yemen,29825964,527970,56,sadness,['sadness'],True
e925ae4492,nooo font connoisseur totally relate dude heart goes,negative,night,31-45,Marshall Islands,59190,180,329,sadness,['sadness'],True
eeb047e369,way back home crazy night coast,neutral,morning,46-60,Central African Republic,4829767,622980,8,happiness,['happiness'],True
196ecaa275,tough that wanted hug like,negative,night,70-100,Italy,60461826,294140,206,sadness,['sadness'],True
e807ce8289,moving today im excited,positive,noon,60-70,Poland,37846611,306000,124,happiness,['sadness'],False
6e9c42d2b9,cant wish sleeping gotta work less  hours wait whatre u up,neutral,morning,46-60,Micronesia,115023,700,164,sadness,['sadness'],True
1df8ab717d, ld come u could australia far away,negative,night,70-100,Senegal,16743927,192530,87,sadness,['sadness'],True
2f17e1827b,getting work day hope everyone wonderful mothers day tomorrow hope enjoy ur cheesecakes too,positive,morning,46-60,Philippines,109581078,298170,368,happiness,['happiness'],True
be4d616992,yucky last soccer game season todaytryouts start friday,negative,morning,0-20,South Korea,51269185,97230,527,sadness,['sadness'],True
49a1fc4061,welcome twitter friend,positive,morning,0-20,Liberia,5057681,96320,53,df,['df'],True
5a4ebbbdba,back bed,neutral,night,70-100,Peru,32971854,1280000,26,df,['df'],True
e89db87d99,class  longggg day,negative,noon,21-30,Iceland,341243,100250,3,sadness,['sadness'],True
a7ab603a60,ive problem too charmed fast mean ill cross fingers,negative,night,70-100,Cabo Verde,555987,4030,138,df,['happiness'],False
55c8eb75d1,ok got nails done day sweet,positive,noon,60-70,Luxembourg,625978,2590,242,happiness,['happiness'],True
7b07573767,said cant wear converse dress,neutral,noon,21-30,Dominican Republic,10847910,48300,225,happiness,['sadness'],False
abec950aeb,babysitting text keep company,neutral,noon,60-70,Kenya,53771296,569140,94,df,['df'],True
fcd9835a33,also rides giant squidswho knew ama hafta go ill try get later love ,positive,night,31-45,Gambia,2416668,10120,239,happiness,['happiness'],True
5b1ef93aee,farewell dinner kimmy last time ill see,negative,night,31-45,Cabo Verde,555987,4030,138,sadness,['sadness'],True
43abe86bad,glad hear good bank holiday weather,positive,morning,0-20,Bahrain,1701575,760,2239,happiness,['happiness'],True
4a7e781a19,haha love surprises work til sunday tho wait,positive,morning,46-60,Palau,18094,460,39,happiness,['happiness'],True
2c801b5366,knew it use love show happy weekend too,positive,morning,46-60,Ukraine,43733762,579320,75,happiness,['happiness'],True
b44ef2a058,watching mens volleyball tv reason good womens beach volleyball cant quite place,negative,noon,60-70,Azerbaijan,10139177,82658,123,happiness,['happiness'],True
a12bd20bfa,ahhh lincolnill runsee  hours,neutral,night,70-100,Belize,397628,22810,17,df,['df'],True
f00bd4ea4e,aww thanx andy,positive,noon,60-70,Costa Rica,5094118,51060,100,happiness,['happiness'],True
6daf0b55b6,fevers gone  thanks jen,positive,morning,46-60,Turkmenistan,6031200,469930,13,happiness,['happiness'],True
00688f0441,yo somebodys mother came club dresses like going straight church club feel like im going hell  ,neutral,night,31-45,Finland,5540720,304000,18,happiness,['happiness'],True
3a328cb991,france gonna spend time sun overcome negative reaction it yep netherlands good luck,neutral,morning,46-60,Vanuatu,307145,12200,25,df,['df'],True
f7718b3c23,im going spiritual stagnentation exploding ego realise im great im ok that,neutral,noon,21-30,Bhutan,771608,38100,20,happiness,['happiness'],True
7c8f3adcc4,okso im twittin computerits gonna bad get phone cause ima lost like ,negative,night,31-45,Chile,19116201,743532,26,sadness,['sadness'],True
5b2e555419,meeting went well last nightthey shot promo air weekend mtv tried hide close think caught me,neutral,night,70-100,Cabo Verde,555987,4030,138,happiness,['happiness'],True
e6617d0e5c,great hear u today u r best cannot wait see u cruise  cindy sign,positive,noon,60-70,South Sudan,11193725,610952,18,happiness,['happiness'],True
6c8544613a,morning peeps need get know am ill around  ,neutral,noon,21-30,Colombia,50882891,1109500,46,df,['df'],True
00f377c634,ya walked wall thats plaster neck,neutral,night,70-100,Burkina Faso,20903273,273600,76,sadness,['sadness'],True
6327cee322,itv plugging special lot great night you miss tweets come back home,neutral,morning,0-20,China,1439323776,9388211,153,df,['df'],True
93b22f1829,yay  sherbert chocolate  nutritious,positive,noon,21-30,Holy See,801,0,2003,df,['happiness'],False
05a2d110ab,bed church morning happy mothers day,positive,morning,46-60,Brunei,437479,5270,83,happiness,['happiness'],True
5e407e618c,one supposed headache friday thats right,negative,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,sadness,['sadness'],True
d2a21b3cb7,many mine included ahem shld known better back then wldnt missed many opportunities haha,negative,night,70-100,Turkey,84339067,770000,110,df,['df'],True
aa6e04fee2,joined twibe visit scomspinning join  spinner know respect spinners need coffee,positive,noon,60-70,Libya,6871292,1759540,4,happiness,['happiness'],True
08a860484a,got stung nettles lol  fingers mean come dude apples needed step notch,neutral,noon,21-30,Bangladesh,164689383,130170,1265,sadness,['sadness'],True
1484dd2416,yum  mothers day lunch food business burnside delicious gorgeous day,positive,morning,46-60,Rwanda,12952218,24670,525,happiness,['happiness'],True
820ab32b34,get message account suspended far know violated terms contacting twitter now,negative,morning,0-20,Andorra,77265,470,164,sadness,['sadness'],True
b8eb46f4c4,ill buy one,neutral,morning,0-20,Cambodia,16718965,176520,95,df,['df'],True
829e2b094d,pissing letting follow ericka,negative,noon,60-70,CÃ´te d'Ivoire,26378274,318000,83,anger,['anger'],True
a50c8dc573,feels like hot box matter go still feels like hot box ice cream working n e,negative,morning,46-60,Guinea,13132795,246000,53,sadness,['sadness'],True
1dc70c74c4,bout  watch movie nd drink wit martin nd leslie,neutral,night,31-45,Cabo Verde,555987,4030,138,df,['happiness'],False
f30f137d20, sly party enjoying life partying tonightmaybe,positive,morning,0-20,Palau,18094,460,39,happiness,['happiness'],True
03efda0e7e,im minute want strangle used car salesman presentation related shamwow guy,neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40,anger,['anger'],True
e3dc2d8485,_apple miss kid sent msg yt,negative,morning,46-60,Solomon Islands,686884,28000,25,sadness,['sadness'],True
351e2355f9,grateful daughter happy mothers day okasan thank everything always,positive,noon,60-70,Armenia,2963243,28470,104,happiness,['happiness'],True
43b42b08ef,make challenge,neutral,morning,46-60,Ukraine,43733762,579320,75,df,,True
7df7221145,thats need thereto represent blackberries,positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,df,['sadness'],False
efcca2b409,_m ah knowing microsoft could probby it would want charge way much extra,negative,noon,60-70,Poland,37846611,306000,124,disgust,['disgust'],True
514b972ba8,_fenton didnt even finish cleaning room cuz went party ahhhh still messy,negative,morning,46-60,Bosnia and Herzegovina,3280819,51000,64,anger,['anger'],True
f90eff1570,hahah lucky wait  days poop lol abouts gold coast you if u dnt mind asking,positive,night,31-45,Bolivia,11673021,1083300,11,sadness,['happiness'],False
07c72f9267,ok th tweet ill use simply say thank you ive met givingcaring people twitter,positive,noon,21-30,Montenegro,628066,13450,47,happiness,['happiness'],True
03c0f7ab4b,lol met mother,neutral,noon,21-30,Cameroon,26545863,472710,56,df,['df'],True
d86c27f2c4,yeah tragic need haircut,negative,noon,21-30,Libya,6871292,1759540,4,sadness,['sadness'],True
ad34eca171,shw  took class  minutes ago awsome bad graduate next year,neutral,morning,0-20,Sri Lanka,21413249,62710,341,happiness,['happiness'],True
edde6bb21e,loving sunshine wish poor richie would feel better,positive,morning,46-60,Belarus,9449323,202910,47,sadness,['sadness'],True
ee50e9f914,hi selena made team support greece cyprus,positive,night,31-45,Morocco,36910560,446300,83,df,['df'],True
cb5e709de8,guess what mom adopted kitty today  months name corky,neutral,noon,60-70,Israel,8655535,21640,400,happiness,['happiness'],True
f2b56c8998,thats awesome man  sent affiliate link lol oh well,positive,night,31-45,Maldives,540544,300,1802,sadness,['sadness'],True
df1f980d8e,take it mmm definitely,neutral,morning,46-60,Mongolia,3278290,1553560,2,df,['df'],True
3e95b01fc7,looking person different pov never thought id see day arrive,neutral,noon,60-70,Uruguay,3473730,175020,20,df,['happiness'],False
47eac3338e,shipping  handleing soooo expensive  entire order ordering yet,negative,morning,0-20,Cambodia,16718965,176520,95,anger,['anger'],True
9cba8bf464,thanks new followers,positive,night,31-45,Lesotho,2142249,30360,71,happiness,['happiness'],True
7cf51c500a,awesome take look im home,positive,morning,0-20,Vanuatu,307145,12200,25,happiness,['happiness'],True
16be528f5c, lala little girl love new songs iãâãâãâ½ve answered u  love freaky twitter guys d,positive,night,31-45,India,1380004385,2973190,464,happiness,['happiness'],True
c250d1c6c0,went  meet  may b hangin  hittin club bar car holds lol p,neutral,noon,60-70,Togo,8278724,54390,152,happiness,['happiness'],True
0a269cef6e,today,neutral,night,70-100,Djibouti,988000,23180,43,happiness,['sadness'],False
72e3305a2f,missing birthday,negative,morning,0-20,Singapore,5850342,700,8358,sadness,['sadness'],True
5fbaa1c4e9,sadness top horde guild liked disbanded,negative,night,31-45,Kiribati,119449,810,147,sadness,['sadness'],True
ce4bc59c8b,steve aoki sorry may b nxt time,negative,noon,60-70,Nicaragua,6624554,120340,55,sadness,['sadness'],True
7f24d1d1ef,two week extension contract  im ready done,neutral,noon,60-70,Iceland,341243,100250,3,anger,['anger'],True
c08f716ce5,mymaths timeif cud read mind nerd durin exam,neutral,morning,0-20,Trinidad and Tobago,1399488,5130,273,anger,['df'],False
b812c405ed,_ thought next weeki think another week ohmygod please tell another week,neutral,noon,21-30,El Salvador,6486205,20720,313,fear,['fear'],True
008881f5c5,found earlier today im going uncle,positive,morning,46-60,Mauritania,4649658,1030700,5,happiness,['happiness'],True
62c9a90f1d,cup tea,neutral,noon,21-30,Bulgaria,6948445,108560,64,happiness,['df'],False
7f5116e5a1, totally worth it great movie cool d glasses miss ya miss miss new york,negative,night,31-45,Jordan,10203134,88780,115,happiness,['sadness'],False
021f556f61,_agwl talking whom shah rukh khan imposter here lol btw thanx follow,neutral,night,70-100,Kiribati,119449,810,147,happiness,['happiness'],True
45e1645f36,millenia mom think category,neutral,night,31-45,Barbados,287375,430,668,df,['df'],True
74dc715845,lol seriously fail sigh,negative,noon,60-70,Uruguay,3473730,175020,20,disgust,['disgust'],True
97d0fd65e6,four hour baseball game least crew spent much making cubbies look bad,negative,noon,60-70,North Korea,25778816,120410,214,anger,['sadness'],False
b74856cd98,hey sorry headahce,negative,morning,0-20,Ethiopia,114963588,1000000,115,sadness,['sadness'],True
68fabec1dd,tooo wish could get,neutral,night,70-100,Antigua and Barbuda,97929,440,223,sadness,['sadness'],True
c3b550b62d,dissapointment hhaha,negative,night,31-45,Sierra Leone,7976983,72180,111,disgust,['df'],False
2e7c0c9e74,mtv going do fmlllll,negative,noon,60-70,El Salvador,6486205,20720,313,anger,['anger'],True
19167fd6e7,goodnight loveee attend extra classes school tmrw urgh,positive,noon,60-70,Togo,8278724,54390,152,disgust,['disgust'],True
6af90a76e4,love much got hiding spot gonna go check datalounge,positive,noon,21-30,Botswana,2351627,566730,4,happiness,['happiness'],True
af90ad5989,poor get outside sleep garden sun good forget suncream,negative,morning,46-60,New Zealand,4822233,263310,18,anger,['anger'],True
623c380ff0,_crow morning,neutral,noon,21-30,Libya,6871292,1759540,4,happiness,['happiness'],True
7812fa18bd,blog updated,neutral,night,70-100,Saint Lucia,183627,610,301,df,['df'],True
76b4b5192f,dreamwidth new journaling site went open beta,neutral,noon,21-30,Palestine State,5101414,6020,847,df,['df'],True
10795c008a,said vive le difference day ,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,342000,16,happiness,['happiness'],True
b03b093758,aw man half term long enough lol,negative,noon,21-30,Gabon,2225734,257670,9,disgust,['sadness'],False
103c6d1b10,finally deleted number phone contacts heartbreak,negative,morning,0-20,Timor-Leste,1318445,14870,89,sadness,['sadness'],True
72d01e41f5,home relatives sissy  posted pics cupie cousin audrey ,neutral,night,31-45,Madagascar,27691018,581795,48,df,['df'],True
dc9166b505,want let know im vfc matter happens yes need hug bad live delaware,negative,morning,46-60,Norway,5421241,365000,15,sadness,['sadness'],True
842b557aab,one looking and know yet follow anyways good guy,positive,night,31-45,Syria,17500658,183630,95,happiness,['happiness'],True
6f88ff3191,meee penguin wallpaper backround phone computer ps ipod touch twitter,neutral,night,70-100,Equatorial Guinea,1402985,28050,50,happiness,['happiness'],True
e536f13163,there need somewhere new,neutral,morning,46-60,Timor-Leste,1318445,14870,89,df,['happiness'],False
f564a00b26,right caffeine levels topped up hours revision f time mon jenson,neutral,night,31-45,Burkina Faso,20903273,273600,76,df,['df'],True
ff1462ff46,mourning venus third round loss,negative,morning,46-60,Vanuatu,307145,12200,25,sadness,['sadness'],True
f69743df17,sick week still feeling well cant go lenas cookout gunna spend time fam,negative,night,70-100,Ghana,31072940,227540,137,sadness,['sadness'],True
0757b688fa,phone kayla johnathan cisco woo,neutral,noon,60-70,Tanzania,59734218,885800,67,happiness,['happiness'],True
2331d16c42,dh finished making giant trio candy bar thank heavens work mates treat tomorrow,positive,noon,60-70,Bangladesh,164689383,130170,1265,happiness,['happiness'],True
55a394aa00,sting head gear lol,positive,noon,60-70,Holy See,801,0,2003,surprise,['surprise'],True
53cfb970e6,oh ps since already  probably say happy mothers day mom mothers there,positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,happiness,['happiness'],True
83bbd4e35e,am still cant sleep,negative,morning,0-20,Saint Vincent and the Grenadines,110940,390,284,sadness,['sadness'],True
7919f4e984,ahh hate sick watching atonement sleeping,negative,noon,21-30,Luxembourg,625978,2590,242,anger,['anger'],True
ab525ccdb8,got new prom dress,neutral,night,31-45,Guatemala,17915568,107160,167,happiness,['df'],False
128c1c3504,wanna longboard raining ughhhhhh,negative,night,31-45,Honduras,9904607,111890,89,disgust,['disgust'],True
dd49f1179d,im thinking bout life need bed fiance bed first,neutral,noon,21-30,Botswana,2351627,566730,4,sadness,['happiness'],False
151d27a5ea,first thing get twit on,neutral,morning,0-20,Greece,10423054,128900,81,df,['df'],True
937bd4015b,_pickle lol thank much hope great day,positive,night,31-45,Iraq,40222493,434320,93,happiness,['happiness'],True
58fdcc0c17,hanging ambyr,neutral,night,70-100,Kiribati,119449,810,147,happiness,['df'],False
5bbef6942a,well tell fashion tips need im woman hehehe,positive,morning,46-60,Nigeria,206139589,910770,226,happiness,['happiness'],True
7c2fcb712e, lolwhere u headed to,neutral,morning,46-60,Trinidad and Tobago,1399488,5130,273,surprise,['surprise'],True
aa623c6ae7,spending wonderful mothers day brad mom dad happy mothers day moms,positive,night,31-45,Laos,7275560,230800,32,happiness,['happiness'],True
7cd45d9ece,morning every giveaway ,neutral,morning,46-60,Hungary,9660351,90530,107,df,['df'],True
144fe57db1,thats like  rd fb,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,342000,16,df,['df'],True
ddf0e52622,yesh lawl,neutral,noon,60-70,Seychelles,98347,460,214,df,['df'],True
f1441fcdd7,cares hockey,negative,morning,0-20,Kazakhstan,18776707,2699700,7,anger,['anger'],True
e3c1c6914d,goes bowling anymore friends,neutral,noon,21-30,Libya,6871292,1759540,4,surprise,['sadness'],False
90c8aa60db,ever told absolutly hate writing emails status pdates fine emails muchfinalityto,negative,night,31-45,Jordan,10203134,88780,115,anger,['anger'],True
faae6e2fa3,man looking packing books looking past lives feeling kind sentimental,positive,noon,21-30,Lebanon,6825445,10230,667,sadness,['sadness'],True
946573f031,sun,neutral,morning,0-20,Congo (Congo-Brazzaville),5518087,342000,16,df,['df'],True
4805c1b793,tonight last night apartment,neutral,night,31-45,Honduras,9904607,111890,89,sadness,['sadness'],True
163acea217,uff  hard get going today half night  year old son,neutral,morning,0-20,Cambodia,16718965,176520,95,anger,['anger'],True
807aa145f4,shellotxt message posted hellotxt facebook fan page hellotxt check,neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67,df,['df'],True
78d8e36c5c,cant believe almost got put down rescue group went got him,positive,night,31-45,Cabo Verde,555987,4030,138,surprise,['surprise'],True
75b7008aa7,shakalohana week two flat wavez surfin,negative,night,70-100,Monaco,39242,1,26337,sadness,['sadness'],True
d02d2e4f18,tomorrow last day work sad bye ange,negative,night,31-45,Jordan,10203134,88780,115,sadness,['sadness'],True
1b964555f4,drop girl got heart sure leave broke bleeding know shell turn back you lo ,neutral,night,70-100,Chile,19116201,743532,26,sadness,['sadness'],True
c44b286776,_cal work orhehe mind gutter im sittin doin student loan thing,neutral,morning,46-60,Belarus,9449323,202910,47,df,['df'],True
5ac55658f1,heard moving sydney next year im happy,negative,morning,0-20,Cambodia,16718965,176520,95,sadness,['sadness'],True
31098bb260,wishes realized wife held onto debit card took long walk get lunch after grrr,negative,morning,0-20,New Zealand,4822233,263310,18,anger,['anger'],True
804f5f6524,makes sad,negative,night,31-45,Djibouti,988000,23180,43,sadness,['sadness'],True
8acedd6cab,excited see up logans birthday  weeks sad wont party bc know kids tho,neutral,morning,46-60,Palau,18094,460,39,df,['df'],True
d719d79b34,brownie sundaes five dumpster blood bros itunes palm reader closed fun  anyway,neutral,morning,46-60,Georgia,3989167,69490,57,happiness,['happiness'],True
5b8d6e0051,aww read tweet im sure later either work too feel us,positive,night,31-45,Iraq,40222493,434320,93,sadness,['sadness'],True
430f181d61,_ri_ja good morning nice see you,positive,morning,0-20,New Zealand,4822233,263310,18,happiness,['happiness'],True
195c550682,great day massage book appointment today ,positive,morning,46-60,Congo (Congo-Brazzaville),5518087,342000,16,happiness,['happiness'],True
b718f8e1ec,ugh dont feel like going work today,negative,night,31-45,Peru,32971854,1280000,26,sadness,['sadness'],True
9c2c176eaf,atl morning back clemson,neutral,noon,60-70,Montenegro,628066,13450,47,df,['df'],True
cce5c4744a,watching body liesgood film,positive,night,70-100,Chile,19116201,743532,26,happiness,['happiness'],True
0c422d3fe4,a,positive,morning,46-60,Turkmenistan,6031200,469930,13,sadness,['df'],False
74ef7b793d,cleaning packing moving house  going long weekend,negative,night,31-45,Slovenia,2078938,20140,103,anger,['anger'],True
910d626cd8,come bell ring want go outside,neutral,noon,60-70,Moldova,4033963,32850,123,anger,['anger'],True
000c90da5f,yeahhh lol,neutral,morning,46-60,South Korea,51269185,97230,527,df,['happiness'],False
72fd7f148b,recovering bad fall lunch great start weekend,positive,night,70-100,Ecuador,17643054,248360,71,sadness,['sadness'],True
fdd22c6f2a,morning everyone,neutral,morning,0-20,China,1439323776,9388211,153,happiness,['happiness'],True
a8b73cf5d5,screw guys prom pictures,negative,noon,60-70,Azerbaijan,10139177,82658,123,anger,['anger'],True
08b1144b97, days away evicted,neutral,night,70-100,Uganda,45741007,199810,229,sadness,['sadness'],True
828b37669c,mean set start using jump in use  sign whatever word want use,neutral,noon,21-30,Moldova,4033963,32850,123,happiness,['happiness'],True
5ef969f006,wow thats cool bytheway love new tv show,positive,morning,46-60,Ethiopia,114963588,1000000,115,happiness,['happiness'],True
03b1cac208,wouldnt change fans world tbh dont think anyone would change mcfly world yous amazing x,positive,noon,60-70,Denmark,5792202,42430,137,happiness,['happiness'],True
d901264a08,rearry rip youd never guess ate,negative,morning,46-60,Georgia,3989167,69490,57,disgust,['disgust'],True
d109999477,play wish jordan knight,neutral,morning,0-20,Central African Republic,4829767,622980,8,df,['df'],True
e1dfa4bff0,nothing wrong samantha,positive,noon,21-30,North Korea,25778816,120410,214,disgust,['disgust'],True
bc4eebb5c5,follow friday follow coz  followers its am,neutral,night,31-45,Jordan,10203134,88780,115,df,['df'],True
3194919831,english essay on rjwtf done long time ago assigned last thursday,negative,noon,60-70,Grenada,112523,340,331,disgust,['disgust'],True
0b8cd8a6a8,sitting almost empty dorm waiting jordan come take last things say good bye graduates tomorrow,neutral,noon,60-70,Israel,8655535,21640,400,sadness,['sadness'],True
85ef35bd34,photo still havnãâãâãâ½t hooked editing comp know guys miss artwork iãâãâãâ½ve decided to ,negative,night,70-100,Monaco,39242,1,26337,df,['sadness'],False
5a0e0c34b8,super happy new interest rate whoop whoop,positive,night,31-45,Brazil,212559417,8358140,25,happiness,['happiness'],True
871697a694,sad gmail chat died cant help,negative,morning,46-60,China,1439323776,9388211,153,sadness,['sadness'],True
c9cf95f124,o saw fleetwood mac im insanely jealous enough money buy tickets think ill never see them ,negative,night,70-100,Lesotho,2142249,30360,71,sadness,['sadness'],True
9292a44999,sweet home picnic blanket though,neutral,noon,21-30,Dominican Republic,10847910,48300,225,happiness,['happiness'],True
534ffa95e9,hey left  never respond bacc,negative,morning,0-20,Argentina,45195774,2736690,17,sadness,['sadness'],True
c46ff87273,why hello hows life side screen,neutral,noon,21-30,Estonia,1326535,42390,31,df,['df'],True
a19f1442bf,thanks guys  followers,positive,morning,0-20,Haiti,11402528,27560,414,happiness,['happiness'],True
1c21fc2a7c,moment silence budget im bout b spend wayyy much  omg im budget,negative,noon,60-70,Israel,8655535,21640,400,surprise,['surprise'],True
077a63ee0c,unfollowed  purpose something fishy going tweet deck  let know unfollowed you,negative,morning,46-60,Nigeria,206139589,910770,226,surprise,['surprise'],True
d8729c1fe3,know whats today no star wars day ,neutral,morning,46-60,Greece,10423054,128900,81,anger,['happiness'],False
42d8d643bf,doubt tho  twit pic sumthin,neutral,noon,60-70,Luxembourg,625978,2590,242,df,['df'],True
8e5bc8627a,gets around problem good idea,neutral,morning,0-20,Palau,18094,460,39,df,['df'],True
e5a26fb323,lol woow okay big deal,neutral,morning,46-60,Kazakhstan,18776707,2699700,7,anger,['anger'],True
01439339de,smarter classier perfect him and im not,neutral,noon,60-70,Switzerland,8654622,39500,219,sadness,['sadness'],True
eebc64ac7c,much blog time,neutral,night,70-100,Gambia,2416668,10120,239,sadness,['sadness'],True
