ID,Tweet,Sentiment,Time,Age,Country,Population -2020,Land Area (KmÂ²),Density (P/KmÂ²),Ground Truth
22bac2cdb7,second hit reply tweet asked stop playing music sad someone sing me key works,negative,morning,0-20,Egypt,102334404,995450,103,sadness
603045ab40,s mum asked us thank introducing us kennys  were mothers day dinner,positive,morning,46-60,Latvia,1886198,62200,30,happiness
1ec419afcc,good little saturday include bed bath beyond borders list cant wait tomorrow good day planned,positive,noon,21-30,Armenia,2963243,28470,104,happiness
08513f136b,yeah great outside without rainsnow  cold air love sunny days,positive,noon,21-30,Romania,19237691,230170,84,happiness
872784b2c4,empitome epic fail know epic fail,negative,noon,21-30,Mauritius,1271768,2030,626,happiness
1f5d180807,thanks good tv simple that dollhouse,positive,morning,0-20,Mongolia,3278290,1553560,2,df
32a95ba694,think so,neutral,night,31-45,United Kingdom,67886011,241930,281,df
d95ff811cd,flirting ima good man bad habits,neutral,noon,60-70,Angola,32866272,1246700,26,happiness
c1c67d1a99,smiling guys are turn speakers smilelife good smile,positive,morning,46-60,Indonesia,273523615,1811570,151,happiness
65c7eae9b6,hello everyone im sitting rocking  sam air best classic rock station twitter,positive,morning,0-20,Burundi,11890784,25680,463,happiness
660324ee3b,know need new iphone stat dropped mine cement  weeks ago couple rows pixels went,neutral,morning,46-60,Ireland,4937786,68890,72,sadness
62dfbedcd9,ya prob dont want,negative,morning,46-60,Belarus,9449323,202910,47,df
1e89a9ac1a,really even little bit pane,neutral,morning,0-20,Austria,9006398,82400,109,df
05ee6aa24e,im finally going bed everybody whatever doing blessed,positive,night,31-45,Burkina Faso,20903273,273600,76,happiness
9984b547fe,lovely mothers day,positive,noon,21-30,Kenya,53771296,569140,94,happiness
074ec90ae2, kbal sorry feeling way,negative,morning,46-60,Sao Tome and Principe,219159,960,228,sadness
16dd908d13,ss bad,negative,night,70-100,Equatorial Guinea,1402985,28050,50,sadness
28b57f3990,smf  shameless plugging best rangers forum earth,neutral,night,70-100,Antigua and Barbuda,97929,440,223,df
3de9819b40,mood shrimp scampi vermouth,negative,noon,21-30,Luxembourg,625978,2590,242,sadness
96721ce35a,cant make nyc im huh,negative,morning,46-60,Yemen,29825964,527970,56,sadness
e925ae4492,nooo font connoisseur totally relate dude heart goes,negative,night,31-45,Marshall Islands,59190,180,329,sadness
eeb047e369,way back home crazy night coast,neutral,morning,46-60,Central African Republic,4829767,622980,8,happiness
196ecaa275,tough that wanted hug like,negative,night,70-100,Italy,60461826,294140,206,sadness
e807ce8289,moving today im excited,positive,noon,60-70,Poland,37846611,306000,124,happiness
6e9c42d2b9,cant wish sleeping gotta work less  hours wait whatre u up,neutral,morning,46-60,Micronesia,115023,700,164,sadness
1df8ab717d, ld come u could australia far away,negative,night,70-100,Senegal,16743927,192530,87,sadness
2f17e1827b,getting work day hope everyone wonderful mothers day tomorrow hope enjoy ur cheesecakes too,positive,morning,46-60,Philippines,109581078,298170,368,happiness
be4d616992,yucky last soccer game season todaytryouts start friday,negative,morning,0-20,South Korea,51269185,97230,527,sadness
49a1fc4061,welcome twitter friend,positive,morning,0-20,Liberia,5057681,96320,53,df
5a4ebbbdba,back bed,neutral,night,70-100,Peru,32971854,1280000,26,df
e89db87d99,class  longggg day,negative,noon,21-30,Iceland,341243,100250,3,sadness
a7ab603a60,ive problem too charmed fast mean ill cross fingers,negative,night,70-100,Cabo Verde,555987,4030,138,df
55c8eb75d1,ok got nails done day sweet,positive,noon,60-70,Luxembourg,625978,2590,242,happiness
7b07573767,said cant wear converse dress,neutral,noon,21-30,Dominican Republic,10847910,48300,225,happiness
abec950aeb,babysitting text keep company,neutral,noon,60-70,Kenya,53771296,569140,94,df
fcd9835a33,also rides giant squidswho knew ama hafta go ill try get later love ,positive,night,31-45,Gambia,2416668,10120,239,happiness
5b1ef93aee,farewell dinner kimmy last time ill see,negative,night,31-45,Cabo Verde,555987,4030,138,sadness
43abe86bad,glad hear good bank holiday weather,positive,morning,0-20,Bahrain,1701575,760,2239,happiness
4a7e781a19,haha love surprises work til sunday tho wait,positive,morning,46-60,Palau,18094,460,39,happiness
2c801b5366,knew it use love show happy weekend too,positive,morning,46-60,Ukraine,43733762,579320,75,happiness
b44ef2a058,watching mens volleyball tv reason good womens beach volleyball cant quite place,negative,noon,60-70,Azerbaijan,10139177,82658,123,happiness
a12bd20bfa,ahhh lincolnill runsee  hours,neutral,night,70-100,Belize,397628,22810,17,df
f00bd4ea4e,aww thanx andy,positive,noon,60-70,Costa Rica,5094118,51060,100,happiness
6daf0b55b6,fevers gone  thanks jen,positive,morning,46-60,Turkmenistan,6031200,469930,13,happiness
00688f0441,yo somebodys mother came club dresses like going straight church club feel like im going hell  ,neutral,night,31-45,Finland,5540720,304000,18,happiness
3a328cb991,france gonna spend time sun overcome negative reaction it yep netherlands good luck,neutral,morning,46-60,Vanuatu,307145,12200,25,df
f7718b3c23,im going spiritual stagnentation exploding ego realise im great im ok that,neutral,noon,21-30,Bhutan,771608,38100,20,happiness
7c8f3adcc4,okso im twittin computerits gonna bad get phone cause ima lost like ,negative,night,31-45,Chile,19116201,743532,26,sadness
5b2e555419,meeting went well last nightthey shot promo air weekend mtv tried hide close think caught me,neutral,night,70-100,Cabo Verde,555987,4030,138,happiness
e6617d0e5c,great hear u today u r best cannot wait see u cruise  cindy sign,positive,noon,60-70,South Sudan,11193725,610952,18,happiness
6c8544613a,morning peeps need get know am ill around  ,neutral,noon,21-30,Colombia,50882891,1109500,46,df
00f377c634,ya walked wall thats plaster neck,neutral,night,70-100,Burkina Faso,20903273,273600,76,sadness
6327cee322,itv plugging special lot great night you miss tweets come back home,neutral,morning,0-20,China,1439323776,9388211,153,df
93b22f1829,yay  sherbert chocolate  nutritious,positive,noon,21-30,Holy See,801,0,2003,df
05a2d110ab,bed church morning happy mothers day,positive,morning,46-60,Brunei,437479,5270,83,happiness
5e407e618c,one supposed headache friday thats right,negative,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,sadness
d2a21b3cb7,many mine included ahem shld known better back then wldnt missed many opportunities haha,negative,night,70-100,Turkey,84339067,770000,110,df
aa6e04fee2,joined twibe visit scomspinning join  spinner know respect spinners need coffee,positive,noon,60-70,Libya,6871292,1759540,4,happiness
08a860484a,got stung nettles lol  fingers mean come dude apples needed step notch,neutral,noon,21-30,Bangladesh,164689383,130170,1265,sadness
1484dd2416,yum  mothers day lunch food business burnside delicious gorgeous day,positive,morning,46-60,Rwanda,12952218,24670,525,happiness
820ab32b34,get message account suspended far know violated terms contacting twitter now,negative,morning,0-20,Andorra,77265,470,164,sadness
b8eb46f4c4,ill buy one,neutral,morning,0-20,Cambodia,16718965,176520,95,df
829e2b094d,pissing letting follow ericka,negative,noon,60-70,CÃ´te d'Ivoire,26378274,318000,83,anger
a50c8dc573,feels like hot box matter go still feels like hot box ice cream working n e,negative,morning,46-60,Guinea,13132795,246000,53,sadness
1dc70c74c4,bout  watch movie nd drink wit martin nd leslie,neutral,night,31-45,Cabo Verde,555987,4030,138,df
f30f137d20, sly party enjoying life partying tonightmaybe,positive,morning,0-20,Palau,18094,460,39,happiness
03efda0e7e,im minute want strangle used car salesman presentation related shamwow guy,neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40,anger
e3dc2d8485,_apple miss kid sent msg yt,negative,morning,46-60,Solomon Islands,686884,28000,25,sadness
351e2355f9,grateful daughter happy mothers day okasan thank everything always,positive,noon,60-70,Armenia,2963243,28470,104,happiness
43b42b08ef,make challenge,neutral,morning,46-60,Ukraine,43733762,579320,75,df
a482681447,,positive,noon,60-70,Montenegro,628066,13450,47,happiness
7df7221145,thats need thereto represent blackberries,positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,df
efcca2b409,_m ah knowing microsoft could probby it would want charge way much extra,negative,noon,60-70,Poland,37846611,306000,124,disgust
514b972ba8,_fenton didnt even finish cleaning room cuz went party ahhhh still messy,negative,morning,46-60,Bosnia and Herzegovina,3280819,51000,64,anger
f90eff1570,hahah lucky wait  days poop lol abouts gold coast you if u dnt mind asking,positive,night,31-45,Bolivia,11673021,1083300,11,sadness
07c72f9267,ok th tweet ill use simply say thank you ive met givingcaring people twitter,positive,noon,21-30,Montenegro,628066,13450,47,happiness
03c0f7ab4b,lol met mother,neutral,noon,21-30,Cameroon,26545863,472710,56,df
d86c27f2c4,yeah tragic need haircut,negative,noon,21-30,Libya,6871292,1759540,4,sadness
ad34eca171,shw  took class  minutes ago awsome bad graduate next year,neutral,morning,0-20,Sri Lanka,21413249,62710,341,happiness
edde6bb21e,loving sunshine wish poor richie would feel better,positive,morning,46-60,Belarus,9449323,202910,47,sadness
ee50e9f914,hi selena made team support greece cyprus,positive,night,31-45,Morocco,36910560,446300,83,df
cb5e709de8,guess what mom adopted kitty today  months name corky,neutral,noon,60-70,Israel,8655535,21640,400,happiness
f2b56c8998,thats awesome man  sent affiliate link lol oh well,positive,night,31-45,Maldives,540544,300,1802,sadness
df1f980d8e,take it mmm definitely,neutral,morning,46-60,Mongolia,3278290,1553560,2,df
3e95b01fc7,looking person different pov never thought id see day arrive,neutral,noon,60-70,Uruguay,3473730,175020,20,df
47eac3338e,shipping  handleing soooo expensive  entire order ordering yet,negative,morning,0-20,Cambodia,16718965,176520,95,anger
9cba8bf464,thanks new followers,positive,night,31-45,Lesotho,2142249,30360,71,happiness
7cf51c500a,awesome take look im home,positive,morning,0-20,Vanuatu,307145,12200,25,happiness
16be528f5c, lala little girl love new songs iãâãâãâ½ve answered u  love freaky twitter guys d,positive,night,31-45,India,1380004385,2973190,464,happiness
c250d1c6c0,went  meet  may b hangin  hittin club bar car holds lol p,neutral,noon,60-70,Togo,8278724,54390,152,happiness
0a269cef6e,today,neutral,night,70-100,Djibouti,988000,23180,43,happiness
72e3305a2f,missing birthday,negative,morning,0-20,Singapore,5850342,700,8358,sadness
5fbaa1c4e9,sadness top horde guild liked disbanded,negative,night,31-45,Kiribati,119449,810,147,sadness
ce4bc59c8b,steve aoki sorry may b nxt time,negative,noon,60-70,Nicaragua,6624554,120340,55,sadness
7f24d1d1ef,two week extension contract  im ready done,neutral,noon,60-70,Iceland,341243,100250,3,anger
c08f716ce5,mymaths timeif cud read mind nerd durin exam,neutral,morning,0-20,Trinidad and Tobago,1399488,5130,273,anger
b812c405ed,_ thought next weeki think another week ohmygod please tell another week,neutral,noon,21-30,El Salvador,6486205,20720,313,fear
008881f5c5,found earlier today im going uncle,positive,morning,46-60,Mauritania,4649658,1030700,5,happiness
62c9a90f1d,cup tea,neutral,noon,21-30,Bulgaria,6948445,108560,64,happiness
7f5116e5a1, totally worth it great movie cool d glasses miss ya miss miss new york,negative,night,31-45,Jordan,10203134,88780,115,happiness
021f556f61,_agwl talking whom shah rukh khan imposter here lol btw thanx follow,neutral,night,70-100,Kiribati,119449,810,147,happiness
45e1645f36,millenia mom think category,neutral,night,31-45,Barbados,287375,430,668,df
74dc715845,lol seriously fail sigh,negative,noon,60-70,Uruguay,3473730,175020,20,disgust
97d0fd65e6,four hour baseball game least crew spent much making cubbies look bad,negative,noon,60-70,North Korea,25778816,120410,214,anger
b74856cd98,hey sorry headahce,negative,morning,0-20,Ethiopia,114963588,1000000,115,sadness
68fabec1dd,tooo wish could get,neutral,night,70-100,Antigua and Barbuda,97929,440,223,sadness
c3b550b62d,dissapointment hhaha,negative,night,31-45,Sierra Leone,7976983,72180,111,disgust
2e7c0c9e74,mtv going do fmlllll,negative,noon,60-70,El Salvador,6486205,20720,313,anger
19167fd6e7,goodnight loveee attend extra classes school tmrw urgh,positive,noon,60-70,Togo,8278724,54390,152,disgust
6af90a76e4,love much got hiding spot gonna go check datalounge,positive,noon,21-30,Botswana,2351627,566730,4,happiness
af90ad5989,poor get outside sleep garden sun good forget suncream,negative,morning,46-60,New Zealand,4822233,263310,18,anger
623c380ff0,_crow morning,neutral,noon,21-30,Libya,6871292,1759540,4,happiness
7812fa18bd,blog updated,neutral,night,70-100,Saint Lucia,183627,610,301,df
76b4b5192f,dreamwidth new journaling site went open beta,neutral,noon,21-30,Palestine State,5101414,6020,847,df
10795c008a,said vive le difference day ,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,342000,16,happiness
b03b093758,aw man half term long enough lol,negative,noon,21-30,Gabon,2225734,257670,9,disgust
103c6d1b10,finally deleted number phone contacts heartbreak,negative,morning,0-20,Timor-Leste,1318445,14870,89,sadness
72d01e41f5,home relatives sissy  posted pics cupie cousin audrey ,neutral,night,31-45,Madagascar,27691018,581795,48,df
dc9166b505,want let know im vfc matter happens yes need hug bad live delaware,negative,morning,46-60,Norway,5421241,365000,15,sadness
842b557aab,one looking and know yet follow anyways good guy,positive,night,31-45,Syria,17500658,183630,95,happiness
6f88ff3191,meee penguin wallpaper backround phone computer ps ipod touch twitter,neutral,night,70-100,Equatorial Guinea,1402985,28050,50,happiness
e536f13163,there need somewhere new,neutral,morning,46-60,Timor-Leste,1318445,14870,89,df
f564a00b26,right caffeine levels topped up hours revision f time mon jenson,neutral,night,31-45,Burkina Faso,20903273,273600,76,df
ff1462ff46,mourning venus third round loss,negative,morning,46-60,Vanuatu,307145,12200,25,sadness
f69743df17,sick week still feeling well cant go lenas cookout gunna spend time fam,negative,night,70-100,Ghana,31072940,227540,137,sadness
0757b688fa,phone kayla johnathan cisco woo,neutral,noon,60-70,Tanzania,59734218,885800,67,happiness
2331d16c42,dh finished making giant trio candy bar thank heavens work mates treat tomorrow,positive,noon,60-70,Bangladesh,164689383,130170,1265,happiness
55a394aa00,sting head gear lol,positive,noon,60-70,Holy See,801,0,2003,surprise
53cfb970e6,oh ps since already  probably say happy mothers day mom mothers there,positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,happiness
83bbd4e35e,am still cant sleep,negative,morning,0-20,Saint Vincent and the Grenadines,110940,390,284,sadness
7919f4e984,ahh hate sick watching atonement sleeping,negative,noon,21-30,Luxembourg,625978,2590,242,anger
ab525ccdb8,got new prom dress,neutral,night,31-45,Guatemala,17915568,107160,167,happiness
128c1c3504,wanna longboard raining ughhhhhh,negative,night,31-45,Honduras,9904607,111890,89,disgust
dd49f1179d,im thinking bout life need bed fiance bed first,neutral,noon,21-30,Botswana,2351627,566730,4,sadness
151d27a5ea,first thing get twit on,neutral,morning,0-20,Greece,10423054,128900,81,df
937bd4015b,_pickle lol thank much hope great day,positive,night,31-45,Iraq,40222493,434320,93,happiness
58fdcc0c17,hanging ambyr,neutral,night,70-100,Kiribati,119449,810,147,happiness
5bbef6942a,well tell fashion tips need im woman hehehe,positive,morning,46-60,Nigeria,206139589,910770,226,happiness
7c2fcb712e, lolwhere u headed to,neutral,morning,46-60,Trinidad and Tobago,1399488,5130,273,surprise
aa623c6ae7,spending wonderful mothers day brad mom dad happy mothers day moms,positive,night,31-45,Laos,7275560,230800,32,happiness
7cd45d9ece,morning every giveaway ,neutral,morning,46-60,Hungary,9660351,90530,107,df
144fe57db1,thats like  rd fb,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,342000,16,df
ddf0e52622,yesh lawl,neutral,noon,60-70,Seychelles,98347,460,214,df
f1441fcdd7,cares hockey,negative,morning,0-20,Kazakhstan,18776707,2699700,7,anger
e3c1c6914d,goes bowling anymore friends,neutral,noon,21-30,Libya,6871292,1759540,4,surprise
90c8aa60db,ever told absolutly hate writing emails status pdates fine emails muchfinalityto,negative,night,31-45,Jordan,10203134,88780,115,anger
faae6e2fa3,man looking packing books looking past lives feeling kind sentimental,positive,noon,21-30,Lebanon,6825445,10230,667,sadness
946573f031,sun,neutral,morning,0-20,Congo (Congo-Brazzaville),5518087,342000,16,df
4805c1b793,tonight last night apartment,neutral,night,31-45,Honduras,9904607,111890,89,sadness
163acea217,uff  hard get going today half night  year old son,neutral,morning,0-20,Cambodia,16718965,176520,95,anger
807aa145f4,shellotxt message posted hellotxt facebook fan page hellotxt check,neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67,df
78d8e36c5c,cant believe almost got put down rescue group went got him,positive,night,31-45,Cabo Verde,555987,4030,138,surprise
75b7008aa7,shakalohana week two flat wavez surfin,negative,night,70-100,Monaco,39242,1,26337,sadness
d02d2e4f18,tomorrow last day work sad bye ange,negative,night,31-45,Jordan,10203134,88780,115,sadness
1b964555f4,drop girl got heart sure leave broke bleeding know shell turn back you lo ,neutral,night,70-100,Chile,19116201,743532,26,sadness
c44b286776,_cal work orhehe mind gutter im sittin doin student loan thing,neutral,morning,46-60,Belarus,9449323,202910,47,df
5ac55658f1,heard moving sydney next year im happy,negative,morning,0-20,Cambodia,16718965,176520,95,sadness
31098bb260,wishes realized wife held onto debit card took long walk get lunch after grrr,negative,morning,0-20,New Zealand,4822233,263310,18,anger
804f5f6524,makes sad,negative,night,31-45,Djibouti,988000,23180,43,sadness
8acedd6cab,excited see up logans birthday  weeks sad wont party bc know kids tho,neutral,morning,46-60,Palau,18094,460,39,df
d719d79b34,brownie sundaes five dumpster blood bros itunes palm reader closed fun  anyway,neutral,morning,46-60,Georgia,3989167,69490,57,happiness
5b8d6e0051,aww read tweet im sure later either work too feel us,positive,night,31-45,Iraq,40222493,434320,93,sadness
430f181d61,_ri_ja good morning nice see you,positive,morning,0-20,New Zealand,4822233,263310,18,happiness
195c550682,great day massage book appointment today ,positive,morning,46-60,Congo (Congo-Brazzaville),5518087,342000,16,happiness
b718f8e1ec,ugh dont feel like going work today,negative,night,31-45,Peru,32971854,1280000,26,sadness
9c2c176eaf,atl morning back clemson,neutral,noon,60-70,Montenegro,628066,13450,47,df
cce5c4744a,watching body liesgood film,positive,night,70-100,Chile,19116201,743532,26,happiness
0c422d3fe4,a,positive,morning,46-60,Turkmenistan,6031200,469930,13,sadness
74ef7b793d,cleaning packing moving house  going long weekend,negative,night,31-45,Slovenia,2078938,20140,103,anger
910d626cd8,come bell ring want go outside,neutral,noon,60-70,Moldova,4033963,32850,123,anger
000c90da5f,yeahhh lol,neutral,morning,46-60,South Korea,51269185,97230,527,df
72fd7f148b,recovering bad fall lunch great start weekend,positive,night,70-100,Ecuador,17643054,248360,71,sadness
fdd22c6f2a,morning everyone,neutral,morning,0-20,China,1439323776,9388211,153,happiness
a8b73cf5d5,screw guys prom pictures,negative,noon,60-70,Azerbaijan,10139177,82658,123,anger
08b1144b97, days away evicted,neutral,night,70-100,Uganda,45741007,199810,229,sadness
828b37669c,mean set start using jump in use  sign whatever word want use,neutral,noon,21-30,Moldova,4033963,32850,123,happiness
5ef969f006,wow thats cool bytheway love new tv show,positive,morning,46-60,Ethiopia,114963588,1000000,115,happiness
03b1cac208,wouldnt change fans world tbh dont think anyone would change mcfly world yous amazing x,positive,noon,60-70,Denmark,5792202,42430,137,happiness
d901264a08,rearry rip youd never guess ate,negative,morning,46-60,Georgia,3989167,69490,57,disgust
d109999477,play wish jordan knight,neutral,morning,0-20,Central African Republic,4829767,622980,8,df
e1dfa4bff0,nothing wrong samantha,positive,noon,21-30,North Korea,25778816,120410,214,disgust
bc4eebb5c5,follow friday follow coz  followers its am,neutral,night,31-45,Jordan,10203134,88780,115,df
3194919831,english essay on rjwtf done long time ago assigned last thursday,negative,noon,60-70,Grenada,112523,340,331,disgust
0b8cd8a6a8,sitting almost empty dorm waiting jordan come take last things say good bye graduates tomorrow,neutral,noon,60-70,Israel,8655535,21640,400,sadness
85ef35bd34,photo still havnãâãâãâ½t hooked editing comp know guys miss artwork iãâãâãâ½ve decided to ,negative,night,70-100,Monaco,39242,1,26337,df
5a0e0c34b8,super happy new interest rate whoop whoop,positive,night,31-45,Brazil,212559417,8358140,25,happiness
871697a694,sad gmail chat died cant help,negative,morning,46-60,China,1439323776,9388211,153,sadness
c9cf95f124,o saw fleetwood mac im insanely jealous enough money buy tickets think ill never see them ,negative,night,70-100,Lesotho,2142249,30360,71,sadness
9292a44999,sweet home picnic blanket though,neutral,noon,21-30,Dominican Republic,10847910,48300,225,happiness
534ffa95e9,hey left  never respond bacc,negative,morning,0-20,Argentina,45195774,2736690,17,sadness
c46ff87273,why hello hows life side screen,neutral,noon,21-30,Estonia,1326535,42390,31,df
a19f1442bf,thanks guys  followers,positive,morning,0-20,Haiti,11402528,27560,414,happiness
1c21fc2a7c,moment silence budget im bout b spend wayyy much  omg im budget,negative,noon,60-70,Israel,8655535,21640,400,surprise
077a63ee0c,unfollowed  purpose something fishy going tweet deck  let know unfollowed you,negative,morning,46-60,Nigeria,206139589,910770,226,surprise
d8729c1fe3,know whats today no star wars day ,neutral,morning,46-60,Greece,10423054,128900,81,anger
42d8d643bf,doubt tho  twit pic sumthin,neutral,noon,60-70,Luxembourg,625978,2590,242,df
8e5bc8627a,gets around problem good idea,neutral,morning,0-20,Palau,18094,460,39,df
e5a26fb323,lol woow okay big deal,neutral,morning,46-60,Kazakhstan,18776707,2699700,7,anger
01439339de,smarter classier perfect him and im not,neutral,noon,60-70,Switzerland,8654622,39500,219,sadness
eebc64ac7c,much blog time,neutral,night,70-100,Gambia,2416668,10120,239,sadness
4fb0995de8,hows possible rain forecast pinkpop ticket,neutral,night,70-100,Marshall Islands,59190,180,329,surprise
d1101dce96,last day volleyball miss everyone already oh well banquet th hopefully everyones gonna,neutral,morning,0-20,Saint Vincent and the Grenadines,110940,390,284,sadness
14fe4b8490,feel like dyeing right now,negative,noon,21-30,Somalia,15893222,627340,25,sadness
22c7c7dea6,still pic sad,negative,morning,0-20,Greece,10423054,128900,81,sadness
5d85d05584,think friends like anymore via zenjar ,negative,night,70-100,Zimbabwe,14862924,386850,38,sadness
9649f936cc,perhaps answers questions lie deep waves ocean beach trip anyone,neutral,noon,21-30,Grenada,112523,340,331,happiness
f5d1b07ac1,wanna talk mitchel mussoooooo,neutral,night,70-100,Croatia,4105267,55960,73,df
7aa9e70c18,brother planning moving vietnam staying forever,neutral,noon,21-30,Luxembourg,625978,2590,242,sadness
fdfd544d8d,lets see hate groupies  near stalkers love send gifts,neutral,night,70-100,Spain,46754778,498800,94,df
2dc2b2ecaf,love  host lmao,positive,morning,46-60,Timor-Leste,1318445,14870,89,happiness
9d190cc1cc,blast sale today one pair cords mis sized tho still worth it might come back tomorrow thankssss,positive,morning,0-20,Sao Tome and Principe,219159,960,228,happiness
e79f3b3eee,workmen extending r block cant start early surely am already theyre making racket woken up,neutral,noon,60-70,Angola,32866272,1246700,26,anger
27eed86c41,hi im ok still feeling great,negative,night,70-100,Italy,60461826,294140,206,sadness
e2946e2769,phone  tyson,neutral,noon,21-30,Cyprus,1207359,9240,131,anger
3c9397acdd,facebook load me  it im bored,negative,morning,0-20,Liberia,5057681,96320,53,anger
1281b062a4,safe ride coast going  even though can windy smile cuz u know u better,positive,noon,60-70,Kenya,53771296,569140,94,df
eccfe62ff1,hi beautiful hows going,positive,noon,21-30,Armenia,2963243,28470,104,happiness
9843ecd416,aw going toronto anymore,negative,morning,0-20,Sao Tome and Principe,219159,960,228,sadness
0417a347f4,children promised birthday brekkie bed theres problem theres bugger food house,negative,morning,0-20,Liberia,5057681,96320,53,sadness
a181f03a20,says got  cards today eva n clara thanks guys ,positive,noon,21-30,North Korea,25778816,120410,214,happiness
624763df58, used nkotb sleeping bag too know,neutral,noon,60-70,Malta,441543,320,1380,surprise
818996ad8d,life come nothing making choices ill regret later,negative,morning,46-60,United States of America,331002651,9147420,36,sadness
7b08c6091a,_stiller sure do  boot,neutral,morning,0-20,Ukraine,43733762,579320,75,df
c016333e85,oh tweetdeck malfunctioning o il web fixd,negative,noon,21-30,Samoa,198414,2830,70,sadness
de3833a81d,today lame orlando soooo looking forward next friday,negative,night,31-45,Morocco,36910560,446300,83,disgust
2575ae28e3,omg julys last day,neutral,noon,60-70,Luxembourg,625978,2590,242,happiness
9bf2e0669e,_fisher hey udid u got reply,neutral,night,31-45,Canada,37742154,9093510,4,happiness
e1f58e1e59,thinks malibu drink lets hit bottle woop woop ,positive,noon,60-70,Togo,8278724,54390,152,happiness
6e0b3d6b0d,knocked sooo godamn funny never gets old youre tupac biggie lol,positive,noon,21-30,Saint Kitts and Nevis,53199,260,205,happiness
cbbe4f2dd4,_libertine um glad enjoyed it,positive,noon,60-70,Nicaragua,6624554,120340,55,disgust
6c424ebd7e,back home palmdale bed mommy,neutral,night,31-45,Iraq,40222493,434320,93,happiness
1f2f27c5cd,hell raining hate rain,negative,noon,21-30,Kenya,53771296,569140,94,anger
cbfe82ef26,feels really sick,negative,night,70-100,Laos,7275560,230800,32,sadness
458f7b2493,finally feel back swing things work getting married last week sigh relief wedding planning,positive,noon,21-30,Togo,8278724,54390,152,happiness
9c61ce1836,laptop spasy phone cat music mother making breakfast lovage that,neutral,morning,0-20,Latvia,1886198,62200,30,happiness
01b2476dd7,going bed late headache,negative,noon,21-30,Azerbaijan,10139177,82658,123,sadness
a38d4da0df,feel pain man people say really good money waste ps,neutral,noon,60-70,Azerbaijan,10139177,82658,123,sadness
d302cf5d8f,trent reznor  liddle beotch doesnt get way could title,neutral,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,anger
7eebee2219,stuck office red hot,negative,noon,60-70,Azerbaijan,10139177,82658,123,disgust
954ab76021,feeling loved mom got nikon cool pix birthday,positive,morning,0-20,Sweden,10099265,410340,25,happiness
5b7d384722,finally got graduation gear today im excited believe it  days left aaah sweater cozy,positive,morning,0-20,Cuba,11326616,106440,106,happiness
cff315b757,wants wish moms happy mothers day hope treated like queens,positive,night,70-100,Ecuador,17643054,248360,71,happiness
3d6736b952,yeah think weve earned it,neutral,noon,21-30,North Korea,25778816,120410,214,df
009a952227,jetway feels like seventh layer hell oh way many babies flight forgot bose,negative,night,31-45,Antigua and Barbuda,97929,440,223,anger
d715925ecd,would panic little maybe read orbitron gym like dowhen else fails,negative,night,70-100,Bahamas,393244,10010,39,fear
2e277c6d53,love cant swing  would likely evening tweetup future,positive,noon,21-30,Samoa,198414,2830,70,df
f7d4269198,ok tweeps sorry many twitpic ill delete pics soon em copied,negative,noon,21-30,Fiji,896445,18270,49,disgust
212ca1a172,loved it guys amazing,positive,night,31-45,Cabo Verde,555987,4030,138,happiness
c0b19d85bd,_a_hart ah birmingham remember wrox days,neutral,morning,0-20,Sao Tome and Principe,219159,960,228,happiness
f2c87a8129,cool look forward frequent tweets,positive,night,70-100,Antigua and Barbuda,97929,440,223,happiness
2486f3c1a1,_dubai enjoy sounds idyllic geordiebird lost bikiniperfect holiday,positive,noon,60-70,Bhutan,771608,38100,20,happiness
a4ca62632d,awesome night ahead bad v rat city favorite skaters one track fb,positive,morning,46-60,Mali,20250833,1220190,17,happiness
32c96c1090,enjoying new car,positive,night,70-100,Algeria,43851044,2381740,18,happiness
539d37b36b,did,neutral,night,70-100,Italy,60461826,294140,206,df
dd05c1c3d8,need buy bluetooth device machine,neutral,morning,46-60,China,1439323776,9388211,153,df
b0ec446090,fine still playing infamous sorry hear things ended,neutral,night,70-100,Barbados,287375,430,668,sadness
e8fe5c5dc7,hilarious acts up say  little wordgummed up grosses out hub says  torment,positive,noon,60-70,Samoa,198414,2830,70,disgust
83c92f835b,still freakin missing game jonasnewsongs,negative,night,70-100,San Marino,33931,60,566,sadness
0c2fdfc4bd,fuzzball fun mothers day ,positive,morning,0-20,Greece,10423054,128900,81,df
bf9927af4c,actually woke up going attempt see  natalyy,neutral,morning,46-60,Greece,10423054,128900,81,happiness
5d847ecde0,hd full again ,neutral,night,31-45,South Africa,59308690,1213090,49,df
c086d6e230,watchin how lose man  days wiv mum lol,neutral,noon,60-70,Switzerland,8654622,39500,219,happiness
853ebd7b47,raid leader made us run drills practice switching,neutral,noon,21-30,Chad,16425864,1259200,13,disgust
d28a8ca680,thx  sharing,positive,night,31-45,Gambia,2416668,10120,239,happiness
282e1a63e8,another purse need see photos,neutral,noon,21-30,Paraguay,7132538,397300,18,df
