ID,Tweet,Sentiment,Time,Age,Country,Population -2020,Land Area (KmÂ²),Density (P/KmÂ²)
1c04467b15,hate put toddler disposable rash needs ointment hate rash even worse,negative,morning,0-20,New Zealand,4822233.0,263310.0,18.0
68503bdeea,love stereosound hq headphones,positive,morning,0-20,Argentina,45195774.0,2736690.0,17.0
b26843421f,mothers day,neutral,noon,60-70,Albania,2877797.0,27400.0,105.0
d113abcd2d,congratulations hope amazing day,positive,night,70-100,Maldives,540544.0,300.0,1802.0
1956b9297b,ya never watch l,neutral,noon,21-30,Luxembourg,625978.0,2590.0,242.0
110e538ac3,ohh  realized still talking b like dat times,negative,noon,21-30,Malaysia,32365999.0,328550.0,99.0
d74d2755db,please dont change anything site love it always love even if so please pretty please,positive,night,70-100,Australia,25499884.0,7682300.0,3.0
90697d7ad1,watched white house dinner speech barack hes many kinds awesome,positive,morning,0-20,Turkmenistan,6031200.0,469930.0,13.0
b0406dc4eb,funny u havent showed love yet,neutral,noon,60-70,Myanmar (formerly Burma),54409800.0,653290.0,83.0
81e29d1a0b,aww miss driving elmwood,negative,noon,60-70,Tuvalu,11792.0,30.0,393.0
19227404ae,morrissey cancelled,negative,morning,0-20,South Korea,51269185.0,97230.0,527.0
6be832d308,heading hollywood studios today manta kraken awesome yesterday feeling like rides,positive,noon,21-30,Zambia,18383955.0,743390.0,25.0
b59a68c7f5,also strategic plan maps bus strategic needs deliver value time waterfall,neutral,morning,46-60,Micronesia,115023.0,700.0,164.0
2dfcb67076,new golf vi tsi hp fast,neutral,noon,60-70,Paraguay,7132538.0,397300.0,18.0
76485cf830,im going miss khyy much,negative,night,70-100,Honduras,9904607.0,111890.0,89.0
e2946e2769,phone  tyson,neutral,noon,21-30,Cyprus,1207359.0,9240.0,131.0
1fd9b568a5,made pin hole camera todaaaaay need get film now ,neutral,noon,60-70,Oman,5106626.0,309500.0,16.0
422c5c6cae,haha remember that trip fun miss miss miss miss miss chu,neutral,morning,0-20,Cambodia,16718965.0,176520.0,95.0
f1849921b4,trying hard worry peace despite circumstances wonders christians ones making hard,negative,noon,60-70,Azerbaijan,10139177.0,82658.0,123.0
a73917f80c,know love mom stay late wrap gifts which look glorious  handmake card happy mothers day,positive,morning,0-20,Philippines,109581078.0,298170.0,368.0
1db32d21bf,happy mothers day,positive,night,70-100,Canada,37742154.0,9093510.0,4.0
266f2b4251,xbox broke hope enjoy playing  vs  waslooking forward that,positive,night,70-100,Honduras,9904607.0,111890.0,89.0
ddc2991848, none yea last weekend crazy think partied hard thats im sic,neutral,morning,0-20,Cuba,11326616.0,106440.0,106.0
b93acb6f24,ten update away  whooo hoooo budden,positive,morning,0-20,Jamaica,2961167.0,10830.0,273.0
bb7b30264b,cleaning old apartment today yay,neutral,morning,46-60,Norway,5421241.0,365000.0,15.0
12249ad9df,_grrrl sweetest children obviously great mom loved reading blog w msgs you kudos,positive,morning,0-20,Cuba,11326616.0,106440.0,106.0
f839525cb0,updating maven dependencies know good thing would better happened asleep,positive,morning,46-60,Mozambique,31255435.0,786380.0,40.0
93a3d47e2f,thank much fantastic day,positive,noon,60-70,Tanzania,59734218.0,885800.0,67.0
05f06cdc25,yeeeeah    intro seen empire top  computer games ,neutral,morning,0-20,United States of America,331002651.0,9147420.0,36.0
265aee2e15,super pumped relay life tonite walking honor sweet grandpa  uncle howard past yesterday,neutral,noon,21-30,Bhutan,771608.0,38100.0,20.0
2e5f0145b6,thinking ,neutral,night,31-45,Croatia,4105267.0,55960.0,73.0
87ee516c11,happy almost mothers day,positive,night,70-100,Australia,25499884.0,7682300.0,3.0
7d83829279,close tacosone spot late,negative,morning,0-20,Sri Lanka,21413249.0,62710.0,341.0
5ca8c90632, go person click green arrow following see remove,neutral,noon,60-70,Venezuela,28435940.0,882050.0,32.0
bbcc8b1827,happy monday hope great week,positive,morning,0-20,Belarus,9449323.0,202910.0,47.0
0ac3ca6878,_perth awesomelove top gearwhos favouritegot admit soft spot captain slow,positive,night,70-100,Gambia,2416668.0,10120.0,239.0
6d33d3e007,okay driving know know correct say that,positive,night,70-100,Tonga,105695.0,720.0,147.0
75d51d60ea,sorry sweetpea almost with,negative,morning,46-60,Guinea,13132795.0,246000.0,53.0
caac3e40f4,_life hey like love icarly rocks youtube account ,positive,morning,46-60,Democratic Republic of the Congo,89561403.0,2267050.0,40.0
1084eec26e,_cupcake think  get confused easy tho lol hope two stopped following  know one already,neutral,morning,46-60,Malawi,19129952.0,94280.0,203.0
ba7d9b4909,oh said perez,neutral,night,70-100,Czechia (Czech Republic),10708981.0,77240.0,139.0
0fab20efdf,aw im glad do would one,positive,morning,46-60,Mali,20250833.0,1220190.0,17.0
c8e44ba4ed,sitting watching britains got f talent watched small girl cry sad,negative,noon,21-30,Saint Kitts and Nevis,53199.0,260.0,205.0
38869d15ef,ever pointless argument drunk mum drunk nan drunk mums bf dinner have fun times round hahah,positive,noon,60-70,Estonia,1326535.0,42390.0,31.0
8ba6888838,miss  hope comes back,positive,night,31-45,Madagascar,27691018.0,581795.0,48.0
e871d4101f,brother  weeks,positive,night,31-45,Canada,37742154.0,9093510.0,4.0
b2dc59805a,play,neutral,night,70-100,Uzbekistan,33469203.0,425400.0,79.0
6d54e71863,finally dinner nishiki sushi,neutral,night,31-45,Australia,25499884.0,7682300.0,3.0
6dd75a5d42,tons updates including pics rob yesterday check sessedpattinsoncom,neutral,noon,21-30,Cyprus,1207359.0,9240.0,131.0
8aea1b6b25,whaaaaaaaaaat thas hot b super nice,positive,night,31-45,Madagascar,27691018.0,581795.0,48.0
a860dd0243,aww sunny day tasty barbeque family  got bad sunburn though,neutral,noon,21-30,Saudi Arabia,34813871.0,2149690.0,16.0
87c799a397,getting ready see cousins graduate gonna miss em,negative,morning,0-20,Benin,12123200.0,112760.0,108.0
5048e11fbe,finally taken shower much distraction twitter bubble wrap read drink smoothie,neutral,night,70-100,India,1380004385.0,2973190.0,464.0
0d1a051f0a,im pondering lunch shanes think already hear people whining it,negative,noon,60-70,Zambia,18383955.0,743390.0,25.0
0b0b53bd74,mummy nathan today todd,neutral,noon,21-30,Malaysia,32365999.0,328550.0,99.0
6b018d3d2d,awesome im ocean beach if know is way yourbiggestfan im real big fan yours,positive,night,31-45,Maldives,540544.0,300.0,1802.0
57d5a2522b, pages im done eclipse,neutral,night,70-100,Thailand,69799978.0,510890.0,137.0
3a98aa4762,happy mothers day,positive,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0
60c30e4bd8,sometimes takes solve problems fresh morning hope today beautiful,positive,night,70-100,Djibouti,988000.0,23180.0,43.0
df2a0c498a,_tha lol congrats,positive,morning,46-60,New Zealand,4822233.0,263310.0,18.0
e04fa17673,graandmas houseee havee leave now ,negative,noon,60-70,Fiji,896445.0,18270.0,49.0
f2c63f0036,_ winter snow,neutral,night,70-100,Bahamas,393244.0,10010.0,39.0
3d53aa06a2,u callin grimmy,negative,morning,46-60,Vanuatu,307145.0,12200.0,25.0
e2c0300846,making video hitrecord hope comes well itll first record,positive,noon,60-70,Tunisia,11818619.0,155360.0,76.0
9a4c648a20,thanks stephmust keep updated ur turn,positive,morning,46-60,Nauru,10824.0,20.0,541.0
0238d4109b,noo sorry loveafter im going pop  zyrtec go sleep,negative,night,31-45,United Kingdom,67886011.0,241930.0,281.0
0fe2f88a9e,anytime,neutral,noon,60-70,Libya,6871292.0,1759540.0,4.0
cadb7e8823,forgot words started crying stopped singing carried cried stopped,negative,noon,21-30,Nicaragua,6624554.0,120340.0,55.0
ce9e055eaf,mom likes milows version ayo technology good thing clue about,positive,noon,60-70,Denmark,5792202.0,42430.0,137.0
aa7faaa8bd,totally needed sleep need stretch wash though now,neutral,morning,46-60,Ireland,4937786.0,68890.0,72.0
570c1a92c9,whats homieeeeeeeeeee  miss live last night hope tonight  hit cutie,neutral,noon,21-30,Montenegro,628066.0,13450.0,47.0
a35cc5f3d2,_tennant yes watching season  evening wish could get bbc,positive,noon,21-30,Holy See,801.0,0.0,2003.0
39919c1db5,_com thanks,positive,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0
ef5b30a027,awh thats good get better soon,negative,morning,0-20,Nauru,10824.0,20.0,541.0
6d14b3f8f5,happy mothers dayyyy,positive,noon,21-30,Albania,2877797.0,27400.0,105.0
ce39d76749,subject line phone normal texts,neutral,morning,0-20,Liberia,5057681.0,96320.0,53.0
d55030a05e,best weekend ever xxxxxxxxxxxxxxxxxxxxxx,positive,night,31-45,Italy,60461826.0,294140.0,206.0
2f9e51681e,haha  ask  beautiful ur voices curse u super cool beautiful women likely unavailable lol,neutral,noon,60-70,Kenya,53771296.0,569140.0,94.0
101bf94294,finished listening last days kryptons audio book loved itso sad though,neutral,morning,46-60,Egypt,102334404.0,995450.0,103.0
9a9b2ae023,friday yay bonus drive wales tonight athough miss kitten cuddles going ride,positive,night,70-100,Australia,25499884.0,7682300.0,3.0
935aa9d3e4,happy great glowy ravey beery night smokey pizzary night cool friends love liz x,positive,noon,21-30,Nicaragua,6624554.0,120340.0,55.0
64433dc5dc,argh,negative,noon,21-30,Guinea-Bissau,1968001.0,28120.0,70.0
17fc6384ed,miss cauzinhoooo already,negative,morning,46-60,Egypt,102334404.0,995450.0,103.0
fbaca7805c,please please anyone,positive,night,70-100,Mexico,128932753.0,1943950.0,66.0
3bd38e51d8,favorite drink without lol,neutral,morning,0-20,Argentina,45195774.0,2736690.0,17.0
1643564ce1,got early pay bills figured like bandaid get quickly bad wrong,negative,noon,21-30,Myanmar (formerly Burma),54409800.0,653290.0,83.0
8f8fe5e150,yep,neutral,night,31-45,Guyana,786552.0,196850.0,4.0
9fce0ac9cf,hey nothing wrong that,positive,night,70-100,Thailand,69799978.0,510890.0,137.0
a60c8c62cf,morning world hello bank holiday cold grey rainy here feel like colouring thanks might,positive,morning,0-20,United States of America,331002651.0,9147420.0,36.0
77dfb0beb2, haha love soulja boys new song,positive,noon,21-30,Paraguay,7132538.0,397300.0,18.0
df1bbb62f8,im sure today maybe tomorrow,neutral,night,70-100,Bahamas,393244.0,10010.0,39.0
d0bf2cb10f,aww lovely pic,positive,morning,46-60,Qatar,2881053.0,11610.0,248.0
26a60b0e07,school boring,negative,noon,21-30,CÃ´te d'Ivoire,26378274.0,318000.0,83.0
9855a6c0a2, drunk hot sucks,negative,night,31-45,Mexico,128932753.0,1943950.0,66.0
cde664a518,happy mothers day love guys,positive,noon,21-30,Holy See,801.0,0.0,2003.0
666d9b85ae,same big moths wasps insects general haha hate,negative,morning,46-60,Vanuatu,307145.0,12200.0,25.0
45483f807a,wants go home,neutral,morning,46-60,Palau,18094.0,460.0,39.0
669c651273,yeah available public market yet soon looking forward im sunburnt arms itching boo hoo,negative,noon,60-70,CÃ´te d'Ivoire,26378274.0,318000.0,83.0
53d89f890f,exactly parts northern emirates  richter think,neutral,morning,0-20,Bahrain,1701575.0,760.0,2239.0
46de360d09,hurt me bring joy see cry know love anything yet u break heart everyday,positive,morning,0-20,Argentina,45195774.0,2736690.0,17.0
6e9c42d2b9,cant wish sleeping gotta work less  hours wait whatre u up,neutral,morning,46-60,Micronesia,115023.0,700.0,164.0
b3aa6f64d8,lol yep tell rhonda said happy mothers day,positive,night,70-100,Slovenia,2078938.0,20140.0,103.0
2c8c4b7f76,never get hubby due next week cries hope gone,neutral,morning,46-60,Burundi,11890784.0,25680.0,463.0
86f51a6e6f,filipino profis name gorayeb chance,neutral,noon,21-30,Palestine State,5101414.0,6020.0,847.0
3927f93833,_the_game girl work it hope slammer fun moldovan want hear details,positive,noon,21-30,Switzerland,8654622.0,39500.0,219.0
a4f63936fb,awe feel left,negative,noon,21-30,Nepal,29136808.0,143350.0,203.0
cc6aa5d2b3,stamford,neutral,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0
702f8e9bbd,writing,neutral,morning,0-20,Belarus,9449323.0,202910.0,47.0
5cb0031a35,oh no hope find kitten,positive,morning,46-60,Palau,18094.0,460.0,39.0
444d1e80ea,hey samantha welcome happy mothers day,positive,noon,60-70,Montenegro,628066.0,13450.0,47.0
95c4060084, much asugar btaste  lord put ya down fun way,negative,morning,46-60,Rwanda,12952218.0,24670.0,525.0
86f53609e6,traffic backed inbound lincoln tunnel,neutral,morning,46-60,China,1439323776.0,9388211.0,153.0
35f9385c07,,positive,noon,21-30,Chad,16425864.0,1259200.0,13.0
ac5275e8b2,thinking drink watered hey free,neutral,morning,0-20,Benin,12123200.0,112760.0,108.0
72fafbc5f4,feelin hot,neutral,night,70-100,Niger,24206644.0,1266700.0,19.0
1f4846165f,missed carrot cake last night hope fun ,neutral,night,31-45,North Macedonia,2083374.0,25220.0,83.0
443ddbe686,lol target employee forbid place usually go buy like everything along commenting,neutral,morning,0-20,Latvia,1886198.0,62200.0,30.0
4e1413bc99,got it poor thing gonna choice much longer though,positive,noon,60-70,Saint Kitts and Nevis,53199.0,260.0,205.0
52576ae085,june   chino hills ca  day rained n june socalwe outside grad  move  gym,neutral,noon,21-30,Mauritius,1271768.0,2030.0,626.0
d12acf4e01,as cute bunnies,positive,noon,60-70,Slovakia,5459642.0,48088.0,114.0
f40b3b80ba,omg sorry sorry never know say,negative,morning,46-60,Mali,20250833.0,1220190.0,17.0
f3c809719d,s nights,neutral,night,31-45,Tonga,105695.0,720.0,147.0
37e4edb2bf,ah good idea library seems work thats im obviously,positive,noon,60-70,Botswana,2351627.0,566730.0,4.0
d45ebf1828,evening town jeremy sad carrie cant come,negative,noon,60-70,Slovakia,5459642.0,48088.0,114.0
b195dfe276, wasting deodorant aint goin where aint havin company let funk ya,negative,morning,46-60,Rwanda,12952218.0,24670.0,525.0
c60ca15d48,when find chays keys im gonna clean room tomorrow theyll pop,neutral,night,70-100,Djibouti,988000.0,23180.0,43.0
98daed54c8,ok happy hear feeling fine,positive,noon,21-30,Iceland,341243.0,100250.0,3.0
7f27f975af,mass cleanout room rearranging it sent mother buy bin bookshelf since mine sucks bad mood,negative,morning,46-60,Cambodia,16718965.0,176520.0,95.0
ca0a253612,really good distraction now ill check right now,positive,morning,0-20,Singapore,5850342.0,700.0,8358.0
4baf1c6930,im trouble finding really yummy egg free icecream favoriteicecream  got recommendations anyone,neutral,morning,46-60,Bosnia and Herzegovina,3280819.0,51000.0,64.0
a0e1c76948,already seen jazzy know blew roof off supposed  go pony party make last night,neutral,morning,0-20,Indonesia,273523615.0,1811570.0,151.0
fbdac19e77,cash looking tradescant find,neutral,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0
db535b7b3e,dreading work tomorrow wish one day,neutral,morning,46-60,Mauritania,4649658.0,1030700.0,5.0
f4bba8925c,always wanted see film never got round must get dvd tell good,neutral,night,70-100,Namibia,2540905.0,823000.0,3.0
c1be5778cd,going rain,neutral,night,31-45,Belize,397628.0,22810.0,17.0
3680737a00,good start day left money home  ill hot day looking free carparks,negative,noon,60-70,CÃ´te d'Ivoire,26378274.0,318000.0,83.0
28174a0691,finished church happy mothers day,positive,morning,0-20,Andorra,77265.0,470.0,164.0
4244aec072,_nutbar good morning you twittertakeover,positive,morning,46-60,Papua New Guinea,8947024.0,452860.0,20.0
45ed73e130,cant vote  u mtv movie awards vote button cause live sweden wanna vote  u  u rock xo,neutral,noon,21-30,Paraguay,7132538.0,397300.0,18.0
b35a729115,research find specific thing wanna drives autorun,negative,morning,46-60,Ethiopia,114963588.0,1000000.0,115.0
e44294cb2e,night nurse s,neutral,noon,21-30,Bangladesh,164689383.0,130170.0,1265.0
6c91a97b8a,wow easy thank,positive,noon,60-70,Belgium,11589623.0,30280.0,383.0
513627451f,yeaaaah lol im insane,neutral,noon,21-30,Slovakia,5459642.0,48088.0,114.0
d667ecff01,runny nose cant breathe terrible feeling,negative,noon,21-30,North Korea,25778816.0,120410.0,214.0
a5ffb373f2,sorting twitter issuesvery frustrated cant talk someone respond slowly issues  capacity challenges,negative,morning,0-20,Philippines,109581078.0,298170.0,368.0
516e4b2877,ugggh school boring cant wait year over stressed  shoulda stayed home today,negative,night,31-45,Comoros,869601.0,1861.0,467.0
0ef3b64fbd,afraid bit fail last two recommendations available uk,negative,noon,21-30,Guinea-Bissau,1968001.0,28120.0,70.0
2e68263651,john bought four boxes,neutral,noon,21-30,Uruguay,3473730.0,175020.0,20.0
d405cff69d,loved books read host amazing storyteller,positive,noon,60-70,Israel,8655535.0,21640.0,400.0
b3175e5a2a,today wills first baseball game go bats,neutral,night,70-100,Saint Lucia,183627.0,610.0,301.0
6ce07361fa,ah nice back bike commute although three days what google sez called quadriceps literally screaming gah,neutral,night,31-45,Guyana,786552.0,196850.0,4.0
4d576567c0,eaten feel extremely bloated fun part,negative,morning,46-60,Norway,5421241.0,365000.0,15.0
91bb6abfbc,yay able make  updates tonight lame compared ppls know lol,neutral,noon,21-30,Tanzania,59734218.0,885800.0,67.0
3e8c5c8cdd,im probably person world uses tweetie ipod touch  iphone ghetto haha,neutral,night,31-45,Mexico,128932753.0,1943950.0,66.0
338d4b8ca9,sunny walk round lake morning met mother goose father goose five baby goslings,neutral,night,31-45,Madagascar,27691018.0,581795.0,48.0
cba5154eae,kewl sounds good wait it thanks,positive,morning,0-20,Brunei,437479.0,5270.0,83.0
ea28065085,want wish mommys happy mothers day,positive,noon,21-30,Moldova,4033963.0,32850.0,123.0
68371960cc,baby im maryland im gonna make see ur sexy  next sat camden vipcome early n hang,positive,night,70-100,Guyana,786552.0,196850.0,4.0
bf85302c35,movie today cant go see,negative,night,31-45,Ecuador,17643054.0,248360.0,71.0
db544f7400,ive gotten much packed already lmao well little  anyway either way good start,neutral,morning,46-60,Cuba,11326616.0,106440.0,106.0
4bd7d47e62,isnt internet working,negative,noon,60-70,Bulgaria,6948445.0,108560.0,64.0
5dea556893,winding night rode duc home bbq pops house time pass soon adrenaline wears off,neutral,morning,0-20,Egypt,102334404.0,995450.0,103.0
f3afc03b4c,im trying get moving morning,neutral,morning,0-20,Singapore,5850342.0,700.0,8358.0
689d5ce26c,well sounds delicious ill laying patio tom sans pool enjoy burgers,positive,morning,46-60,Cuba,11326616.0,106440.0,106.0
e916c7a279,im incredibly happy person  energy love dance  laughthe thing knowim one earth ppl,positive,night,70-100,Monaco,39242.0,1.0,26337.0
f820ad932c, criminy cuteness sinfest,positive,noon,60-70,Somalia,15893222.0,627340.0,25.0
b1055fa1ab,im saaaaaaaaaaaaaad need someone talk to,negative,morning,46-60,Haiti,11402528.0,27560.0,414.0
fe25c5bffb,look im following you,neutral,morning,0-20,Eritrea,3546421.0,101000.0,35.0
29bb355fef,im sad really really sad,negative,noon,21-30,Fiji,896445.0,18270.0,49.0
cf3f9bd354,still news roomhowever audio turn around grabbed tea looking forward  get rain,neutral,night,70-100,Czechia (Czech Republic),10708981.0,77240.0,139.0
09cac4f4cb,watchin family guy,neutral,morning,0-20,Georgia,3989167.0,69490.0,57.0
5591081c25,sucks prints sorry,negative,morning,0-20,Central African Republic,4829767.0,622980.0,8.0
98fe43fcae,cant sleep throat dry hell ugh  still gon wake fabulous ,neutral,morning,46-60,Kazakhstan,18776707.0,2699700.0,7.0
4273b2b1c3,soo bored lovley day outside nuttin,neutral,night,31-45,Peru,32971854.0,1280000.0,26.0
a5640db7a7,sorry jj missed post ill make sure next time,neutral,morning,46-60,Turkmenistan,6031200.0,469930.0,13.0
1ecc321102,  tsx nice cuz new car handles nice horses tls,positive,night,70-100,Maldives,540544.0,300.0,1802.0
91d7c89001,best bike best guy love ducati sound think itÃ£Ã¢Ã¢Â½s unnecessary ask ride isnÃ£Ã¢Ã¢Â½ nice vid ,positive,night,70-100,North Macedonia,2083374.0,25220.0,83.0
4f3d3b5163,thanks trying,positive,noon,60-70,Costa Rica,5094118.0,51060.0,100.0
5d8cc77f93,songs make want cry,negative,noon,21-30,Tunisia,11818619.0,155360.0,76.0
01fb29c047,bored bored bored wish something tomorrow especially weather were have fair,negative,noon,60-70,Slovakia,5459642.0,48088.0,114.0
dd3cd66574,going bed cavs game judge lol,neutral,night,70-100,Ghana,31072940.0,227540.0,137.0
13df2f4386,missin boo,negative,night,31-45,Canada,37742154.0,9093510.0,4.0
8388470ea9,im mobile web let looks awesome thoughand one reads tweets anyway,neutral,night,31-45,Suriname,586632.0,156000.0,4.0
7c55adcb6a,oops late,negative,morning,46-60,United States of America,331002651.0,9147420.0,36.0
fd8f12280d,happy birthday,positive,night,70-100,Laos,7275560.0,230800.0,32.0
419017abe3,low point poor pigeon outside building capable flying wandering sidewalk sad,negative,morning,0-20,Liberia,5057681.0,96320.0,53.0
ae8e530552,chatting willy valdez comics,neutral,morning,0-20,Haiti,11402528.0,27560.0,414.0
ca092b6174,im sure would know,neutral,morning,46-60,Bahrain,1701575.0,760.0,2239.0
4268ec16b5,sucky,neutral,night,70-100,Honduras,9904607.0,111890.0,89.0
95701e8ed9,guess depends want jury,neutral,morning,0-20,Cambodia,16718965.0,176520.0,95.0
f14d0140f1,yikes hope okay never heard say tummy hurt,neutral,noon,21-30,Israel,8655535.0,21640.0,400.0
050721252d,doubtful going ,negative,noon,21-30,Angola,32866272.0,1246700.0,26.0
258ed281c7,got hospital jimmys really badplease please send good thoughts im really worried,negative,night,70-100,Uzbekistan,33469203.0,425400.0,79.0
900e2a6ece,woke way later intended today need start getting bed  am bc bad habit break later,neutral,noon,60-70,Kyrgyzstan,6524195.0,191800.0,34.0
a28b2d0843,fuuudge movie store closed,neutral,morning,0-20,Palau,18094.0,460.0,39.0
297cfb8e0f,wish outside,positive,noon,60-70,Dominican Republic,10847910.0,48300.0,225.0
db149d27b5,hey dont know use _,neutral,noon,60-70,Tanzania,59734218.0,885800.0,67.0
592bff4a07,wish nicky home,neutral,night,31-45,Sierra Leone,7976983.0,72180.0,111.0
3e5f81129f,eating lunch sushi tei sency yum met ghina earlier,neutral,noon,21-30,Kenya,53771296.0,569140.0,94.0
37c2a1d45c,love daddy want go house today,positive,night,70-100,Croatia,4105267.0,55960.0,73.0
410dd99aa3,man im sad school ending high school might better o,neutral,night,70-100,Niger,24206644.0,1266700.0,19.0
61bc321936,well one thing might branded public menace state,neutral,morning,0-20,Argentina,45195774.0,2736690.0,17.0
711a501979,hates putting new contacts,negative,night,70-100,Niger,24206644.0,1266700.0,19.0
86029ff813,yep one nights again,neutral,night,70-100,Suriname,586632.0,156000.0,4.0
fc5aa0f34f,thanks much belated followfriday shout payingitforward,positive,noon,60-70,Nepal,29136808.0,143350.0,203.0
b78fbfb8bc,cant tell thrilled nosebleed first time ages overjoyed cover it urgh,negative,night,70-100,Czechia (Czech Republic),10708981.0,77240.0,139.0
22e97bf9cd,im fine thx  days took advantage  tired waiting see pics read blog,positive,night,31-45,Kiribati,119449.0,810.0,147.0
32f1ca1440,met sarah kelly wow amazing woman god gave free tshirt gotta love free merch,positive,morning,0-20,Lithuania,2722289.0,62700.0,43.0
c97ca19c1f,shite night tomorow get hang little brother neice sufficient enough change mood,positive,noon,21-30,Malta,441543.0,320.0,1380.0
44da06d16c,really wanna go australia england,neutral,morning,0-20,Rwanda,12952218.0,24670.0,525.0
feae916455,massive headache going see terminator tonight,negative,night,70-100,Uzbekistan,33469203.0,425400.0,79.0
25edc7715c,think s related size depend structures system hard relay tweet worth blogginggood questions,positive,noon,21-30,Nicaragua,6624554.0,120340.0,55.0
76619d98f6,meanie one time go lux wont there,neutral,morning,0-20,Ethiopia,114963588.0,1000000.0,115.0
eff38f3689,_liden thanks follow tove,positive,noon,21-30,Switzerland,8654622.0,39500.0,219.0
148d23c6b4,gahh im tired right now,negative,noon,60-70,Montenegro,628066.0,13450.0,47.0
8b1235c0ef,noticed wellwood teeth tonight thats nice,positive,noon,21-30,Palestine State,5101414.0,6020.0,847.0
b6d2c1aed3,ummmnnn ummmnnn good thanks letting know earlier ate already,positive,morning,0-20,Dominica,71986.0,750.0,96.0
937a0e0cfa,ff later busy making plans today beshie gonna dc june  bball game,negative,night,70-100,Tonga,105695.0,720.0,147.0
3afcddc07d, got chili beans shirt hate messy eater lady,negative,morning,0-20,Sweden,10099265.0,410340.0,25.0
03ecaa53db,haahaha omg dude read almost choked haha thanks,neutral,morning,46-60,Burundi,11890784.0,25680.0,463.0
596c84c7ed,making milo,neutral,noon,21-30,Gabon,2225734.0,257670.0,9.0
f66476d213,_ross look js code facebook notice js functionsnahh kidding buddy told,positive,night,70-100,Bolivia,11673021.0,1083300.0,11.0
bdabd36e3d,ping pong tomorrow,neutral,night,70-100,Senegal,16743927.0,192530.0,87.0
3e1c6b5552,funnily enough roland president social club,positive,morning,46-60,Andorra,77265.0,470.0,164.0
a9b155d544,live chat soooon likely,neutral,noon,21-30,Poland,37846611.0,306000.0,124.0
58c5ff24c8,thanks gourmetcook cold shower help,negative,night,70-100,Zimbabwe,14862924.0,386850.0,38.0
4d492a3de4,quiet office,neutral,night,70-100,Bolivia,11673021.0,1083300.0,11.0
921392bc2c,subway always tastes better someone else pays sh,positive,noon,60-70,Cameroon,26545863.0,472710.0,56.0
e6c8cae898,stressed beyond belief need nap,negative,noon,21-30,Libya,6871292.0,1759540.0,4.0
0dffcf014e,thank too hope turns top week you,positive,night,31-45,Italy,60461826.0,294140.0,206.0
283c1fd3d8,eating titos home made ice cream yum,positive,morning,46-60,Benin,12123200.0,112760.0,108.0
a657e300d0,sunburn really bad now regretting sitting sun without suncream,negative,morning,46-60,Democratic Republic of the Congo,89561403.0,2267050.0,40.0
4fff6828c3,gotta lot work knocked project theres one feature refuses work right cant release next version,neutral,noon,60-70,Armenia,2963243.0,28470.0,104.0
0adbd89a63,goodnight trending topics lol,neutral,night,31-45,Jordan,10203134.0,88780.0,115.0
986989bbf5,hey got text sms plan maybe catching flick tonight last night wee bit much,negative,night,31-45,North Macedonia,2083374.0,25220.0,83.0
2785576a5b,iamkiara__ im sick fell last night outside coz putting something bin,negative,morning,0-20,Jamaica,2961167.0,10830.0,273.0
1a969de34e,o wow found new xbox called xbox  im geek ,neutral,morning,46-60,Sri Lanka,21413249.0,62710.0,341.0
c2ba023e06,excited today still much,positive,morning,0-20,Benin,12123200.0,112760.0,108.0
5f3241d6df, dude dia   e  eu tenho curso na drc flash expert,negative,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0
94d2f19ffd,love ice cream love cake cookies cream ice cream cake tops,positive,morning,46-60,Bosnia and Herzegovina,3280819.0,51000.0,64.0
03b569041c,rained,neutral,night,31-45,Belize,397628.0,22810.0,17.0
ad662e3d5b,go eat breakfast jay jays cafe one,neutral,night,70-100,Senegal,16743927.0,192530.0,87.0
4a42781a20,blackout city never good,negative,morning,0-20,Jamaica,2961167.0,10830.0,273.0
d45f55fad0,aww sounds sad,negative,morning,0-20,Andorra,77265.0,470.0,164.0
809b2b787d,man kickin top hat left invited blues jams session put street musicians harpmanhatter,positive,morning,46-60,Democratic Republic of the Congo,89561403.0,2267050.0,40.0
d28c01552f,_ as him nice attempt hiding camera,positive,night,70-100,Lesotho,2142249.0,30360.0,71.0
7fcd443d7c,computers great distractionbut sometimes exercising getting chores done instead,neutral,night,31-45,Guyana,786552.0,196850.0,4.0
8fddb7d6b9,purrrrs ooooh,neutral,night,70-100,Djibouti,988000.0,23180.0,43.0
e90239f5f1,time head back home business done,neutral,noon,60-70,Armenia,2963243.0,28470.0,104.0
a7a4f1809e,car shopping kacy yay,positive,noon,21-30,Angola,32866272.0,1246700.0,26.0
99b69572a8,im cold still cant find hoodie,negative,night,31-45,Kiribati,119449.0,810.0,147.0
5fcaa99ec8,found mj mouse flats djs course none left size,negative,night,70-100,Zimbabwe,14862924.0,386850.0,38.0
eb85ce805d,dsl welcome ,positive,noon,60-70,Cyprus,1207359.0,9240.0,131.0
bf6727bf27,_ yeah im okayy lots happening  anyone special moment  ,neutral,night,70-100,Finland,5540720.0,304000.0,18.0
