ID,Tweet,Sentiment,Time,Age,Country,Population -2020,Land Area (Km²),Density (P/Km²),Ground Truth
963555edfd, I`m thinking you deserve an award. A big shiny one.,positive,night,70-100,Australia,25499884,7682300,3,happiness
8e7d9da4e2,"two rooms packed and cleaned, three to go",neutral,morning,46-60,Egypt,102334404,995450,103,sadness
2ff62cd38d,Coffee in hand and sun shining in my window.  Hope everyone`s having a great Monday morning so far! #monday - MR,positive,night,31-45,Jordan,10203134,88780,115,happiness
5cc01962a2,Going to the grocery store with my Best Friend,neutral,night,31-45,Ecuador,17643054,248360,71,happiness
73b8b92762,Starbucks with mother,neutral,night,70-100,Portugal,10196709,91590,111,happiness
d6e589391b, that sounds cool! post video!!,positive,morning,0-20,Belarus,9449323,202910,47,happiness
5c452788b2,The fam back on the Big Island said the vog has been so bad that they can`t see the ocean. Sad!,negative,night,31-45,Syria,17500658,183630,95,sadness
995f4ed2a2," thanks for following, it means a lot to me  i love hey monday!",positive,night,31-45,Honduras,9904607,111890,89,happiness
2823b638c9,"just got to kansas city and excited for a fun weekend with my family, my sis, parker and josh",positive,noon,60-70,Denmark,5792202,42430,137,happiness
7d59117a75,putting 3 new consultants to work this week. it`s a good feeling!  congrats on your offers,positive,morning,0-20,New Zealand,4822233,263310,18,happiness
f750fe4fb2,": I saw US Postal was hiring, but once I was done filling out the pre-application thingy it didn`t show me jobs open in the area.",negative,morning,46-60,Greece,10423054,128900,81,sadness
a57e876f09, morning hon. what you having for breakfast? I cant decide,neutral,night,31-45,Portugal,10196709,91590,111,happiness
96616bea90,trying to win tickets! com`on dc101...,neutral,night,70-100,Algeria,43851044,2381740,18,happiness
e0b28abe20,man u know things get very interesting sometimes lolll....im just 2 **** good,positive,morning,46-60,Papua New Guinea,8947024,452860,20,df
9e4228219d, me too!,neutral,morning,0-20,Palau,18094,460,39,df
781d900e89, Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,negative,night,70-100,Russia,145934462,16376870,9,df
22e55199bd,It`s cause you give me a reason to assume.  - http://tweet.sg,neutral,noon,60-70,Samoa,198414,2830,70,df
1538798e8c,Nnnnoooooo!!!! Just learned we`ve got a frost warning for tonight!,negative,night,31-45,Comoros,869601,1861,467,anger
b75f6c9be9, crud is all I can say,neutral,night,31-45,Morocco,36910560,446300,83,sadness
820f19ca44,"  Missed all your tweets again Joe, **** that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  ****",neutral,noon,60-70,United Arab Emirates,9890402,83600,118,happiness
54a3eab849,making german apple slice  nom nom nom,positive,night,31-45,Russia,145934462,16376870,9,happiness
9adccf6bf9, Happy Mother`s Day to you,positive,morning,46-60,Micronesia,115023,700,164,happiness
8a51887698, Haha...ooh it was gorgeous wasn`****!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,neutral,night,70-100,Namibia,2540905,823000,3,df
9ae78ce646," ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing & not clunky. -just a few!",neutral,noon,21-30,Montenegro,628066,13450,47,happiness
b3047d288a,Moment over.... fly now in car,neutral,night,70-100,Bahamas,393244,10010,39,sadness
014783185d,"Writers:'They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?' I like writing",neutral,morning,46-60,Singapore,5850342,700,8358,df
1bc9031c89,wishes I could be the one going to our conference in the Bahamas next week,positive,morning,46-60,Andorra,77265,470,164,sadness
3963d30729,"its from all that **** ****, i forgot the lube. ****  may need to go to the E.R.",neutral,night,70-100,South Africa,59308690,1213090,49,fear
00cdbbc17c,actually did progressive studying today..,neutral,morning,0-20,China,1439323776,9388211,153,happiness
d2754597c4,"can`t wait to watch the Tonight Show, this evening last one with Jay",neutral,morning,0-20,Cambodia,16718965,176520,95,happiness
cba5154eae, Kewl Sounds good. Will wait for it. Thanks,positive,morning,0-20,Brunei,437479,5270,83,happiness
3254ce8282," you can crash, you will just have to drive alone  Besides... I can`t crash, I gotta work! LOL ;)",neutral,noon,21-30,North Korea,25778816,120410,214,happiness
7325265617," Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.",neutral,noon,21-30,Bangladesh,164689383,130170,1265,df
441cc69df6,getting ready to go to IKEA. All alone cuz no one will go with me,negative,night,70-100,Algeria,43851044,2381740,18,sadness
67a8fd1f5b,doin homework ugh,negative,noon,21-30,Nepal,29136808,143350,203,sadness
b6052e465f, me too baby... Miss you,negative,night,31-45,Honduras,9904607,111890,89,sadness
315851fcad,"says Diana, you wanna burn the pics for me on a DVD or CD?  http://plurk.com/p/svs4c",negative,noon,21-30,Malta,441543,320,1380,df
9311254c62,recorded some of a new song today! u wont hear it for a long time thooo... we might play it at shows tho! so comeeeeee,neutral,morning,0-20,Andorra,77265,470,164,happiness
b7e7e4bb8d," awww, im so sorry hun  im sure she didn`t do it on purpose though, she seems so sweet! Maybe it was a 24 hour thing? :s",negative,night,31-45,Burkina Faso,20903273,273600,76,sadness
f653b12e0f,Holy ****! It`s raining in LA and I don`t have a jacket!  oh no.,negative,night,31-45,Finland,5540720,304000,18,sadness
6f56e42577, I won`t leave you alone until you accept my appology,positive,night,70-100,Djibouti,988000,23180,43,sadness
3b012ceed8,"  Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here,so far so good",positive,night,31-45,Guatemala,17915568,107160,167,happiness
22076dad91, thanx,neutral,noon,21-30,Mauritius,1271768,2030,626,df
7fb66b3ad5, I wish y`all...unfortunately I won`t be able to make it...gotta work my 2nd gig today,negative,noon,21-30,United Arab Emirates,9890402,83600,118,sadness
3de5f8836e,misses  so much,negative,morning,0-20,Nigeria,206139589,910770,226,df
3737e67016,i am braid free  i miss thee ... BLOND HERE I COME!!,neutral,noon,21-30,Mauritius,1271768,2030,626,happiness
d7c602d34e,The moon is sooooo pretty,positive,noon,21-30,Zambia,18383955,743390,25,happiness
7ef7bc5e68,Finally it`s Friday! Things are going to be so different starting next week...my house will be empty!,neutral,night,70-100,Ghana,31072940,227540,137,happiness
22bac2cdb7, the second i hit reply to that tweet i was asked to stop playing music.  i am now sad. someone sing to me. on or off key works!,negative,morning,0-20,Egypt,102334404,995450,103,sadness
603045ab40, `s mum asked us to thank you for introducing us to Kenny`s - we`re having Mother`s Day dinner here,positive,morning,46-60,Latvia,1886198,62200,30,happiness
1ec419afcc,"Such a good little Saturday. Didn`t include Bed Bath and Beyond, but Borders was on the list. Can`t wait for tomorrow. Good day planned",positive,noon,21-30,Armenia,2963243,28470,104,happiness
08513f136b, Yeah it was great to be outside without rain/snow & cold air! Love the sunny days,positive,noon,21-30,Romania,19237691,230170,84,happiness
872784b2c4,"I am the empitome of epic fail, just you know, more epic than fail.",negative,noon,21-30,Mauritius,1271768,2030,626,happiness
1f5d180807," Thanks, it`s just too good for TV, simple as that.  #dollhouse",positive,morning,0-20,Mongolia,3278290,1553560,2,df
32a95ba694, why do you think so?,neutral,night,31-45,United Kingdom,67886011,241930,281,df
d95ff811cd, Flirting! Ima good man with bad habits.,neutral,noon,60-70,Angola,32866272,1246700,26,happiness
c1c67d1a99,Smiling!  These guys are!    Turn up your speakers and SMILE~life is good! http://www.imtiredonline.com/smile/,positive,morning,46-60,Indonesia,273523615,1811570,151,happiness
65c7eae9b6,Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,positive,morning,0-20,Burundi,11890784,25680,463,happiness
660324ee3b, I know! I need a new iPhone stat-- I dropped mine on the cement 2 weeks ago and a couple rows of pixels went out,neutral,morning,46-60,Ireland,4937786,68890,72,sadness
62dfbedcd9, ya she prob does but i dont want to no about it,negative,morning,46-60,Belarus,9449323,202910,47,df
1e89a9ac1a, Really! No even a little bit of #pane,neutral,morning,0-20,Austria,9006398,82400,109,df
05ee6aa24e,"I`m finally going to bed, everybody.. whatever you`re doing, BE BLESSED!",positive,night,31-45,Burkina Faso,20903273,273600,76,happiness
9984b547fe,Had a lovely Mothers Day,positive,noon,21-30,Kenya,53771296,569140,94,happiness
074ec90ae2,@ kbal24 I am sorry that you are feeling that way.,negative,morning,46-60,Sao Tome and Principe,219159,960,228,sadness
16dd908d13,http://twitpic.com/67l90 -  girrrrrrrrlll i`m going to miss you so bad!!!!,negative,night,70-100,Equatorial Guinea,1402985,28050,50,sadness
28b57f3990,http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth,neutral,night,70-100,Antigua and Barbuda,97929,440,223,df
3de9819b40,In the mood for shrimp scampi but I don`t have vermouth.,negative,noon,21-30,Luxembourg,625978,2590,242,sadness
96721ce35a, You can`t make it down to NYC at all when I`m there huh?,negative,morning,46-60,Yemen,29825964,527970,56,sadness
e925ae4492," nooo... as a font connoisseur i can totally relate dude, my heart goes out to you",negative,night,31-45,Marshall Islands,59190,180,329,sadness
eeb047e369,On way back home after a crazy night on the coast,neutral,morning,46-60,Central African Republic,4829767,622980,8,happiness
196ecaa275," how tough was that, just wanted to hug her like my own",negative,night,70-100,Italy,60461826,294140,206,sadness
e807ce8289,Moving today!!  I`m so excited!,positive,noon,60-70,Poland,37846611,306000,124,happiness
6e9c42d2b9," can`t.  wish I was sleeping. Gotta be at work in less than 4 hours... Wait, what`re u doing up???!",neutral,morning,46-60,Micronesia,115023,700,164,sadness
1df8ab717d," - l`d come if u could, but Australia is just too far away",negative,night,70-100,Senegal,16743927,192530,87,sadness
2f17e1827b,just getting off of work for the day! Hope everyone has a wonderful mother`s day tomorrow! Hope you enjoy ur cheesecakes too!,positive,morning,46-60,Philippines,109581078,298170,368,happiness
be4d616992, Yucky! We had our last soccer game of the season today...tryouts start Friday,negative,morning,0-20,South Korea,51269185,97230,527,sadness
49a1fc4061, welcome to twitter my friend,positive,morning,0-20,Liberia,5057681,96320,53,df
5a4ebbbdba,back to bed,neutral,night,70-100,Peru,32971854,1280000,26,df
e89db87d99,Off to class .... Longggg day,negative,noon,21-30,Iceland,341243,100250,3,sadness
a7ab603a60," I`ve had that 'problem' too, being charmed fast, I mean. I`ll cross my fingers for you",negative,night,70-100,Cabo Verde,555987,4030,138,df
55c8eb75d1,ok.  i got my nails done to day an the are sweet.,positive,noon,60-70,Luxembourg,625978,2590,242,happiness
7b07573767,who said i can`t wear my converse with my dress?,neutral,noon,21-30,Dominican Republic,10847910,48300,225,happiness
abec950aeb,Babysitting. Text me and keep me company,neutral,noon,60-70,Kenya,53771296,569140,94,df
fcd9835a33," And now she also rides giant squids...who knew! Ama hafta go now  i`ll try and get on later, love to you ****",positive,night,31-45,Gambia,2416668,10120,239,happiness
5b1ef93aee,Farewell dinner with my kimmy. Last time i`ll see her in a while,negative,night,31-45,Cabo Verde,555987,4030,138,sadness
43abe86bad, glad to hear it`s good bank holiday weather down there to,positive,morning,0-20,Bahrain,1701575,760,2239,happiness
4a7e781a19, haha i love surprises! i don`t work til sunday tho so i have to wait.,positive,morning,46-60,Palau,18094,460,39,happiness
2c801b5366,  I knew it! I use to love that show too  Happy weekend to you too!,positive,morning,46-60,Ukraine,43733762,579320,75,happiness
b44ef2a058,Watching mens volleyball on TV.  For some reason its not as good as womens beach volleyball.  Cant quite place why,negative,noon,60-70,Azerbaijan,10139177,82658,123,happiness
a12bd20bfa, Ahhh Lincoln...i`ll run..see you in 2 hours,neutral,night,70-100,Belize,397628,22810,17,df
f00bd4ea4e, aww thanx andy,positive,noon,60-70,Costa Rica,5094118,51060,100,happiness
6daf0b55b6, The fever`s gone ... Thanks Jen!,positive,morning,46-60,Turkmenistan,6031200,469930,13,happiness
00688f0441,Yo somebody`s mother just came to the club dresses like she`s going straight to church after the club! I feel like I`m going to hell 4  @,neutral,night,31-45,Finland,5540720,304000,18,happiness
3a328cb991,"After France I was gonna spend more time in the sun, to overcome my negative reaction to it. Yep, in Netherlands. Good luck to me",neutral,morning,46-60,Vanuatu,307145,12200,25,df
f7718b3c23,"I`m going into a spiritual stagnentation, its exploding my ego!. I now realise, i`m not all that great. and I`m ok with that.",neutral,noon,21-30,Bhutan,771608,38100,20,happiness
7c8f3adcc4,ok...so i`m Twittin from my computer...its gonna be bad when i get on my phone.. cause ima be lost like ****,negative,night,31-45,Chile,19116201,743532,26,sadness
5b2e555419,"Meeting went well last night.They shot promo to air this weekend on MTV. i tried to hide but I was too close, I think they caught me.",neutral,night,70-100,Cabo Verde,555987,4030,138,happiness
e6617d0e5c, so great to hear from u again today! U r the best! Cannot wait to see u on the cruise!!! <3 Cindy with the sign,positive,noon,60-70,South Sudan,11193725,610952,18,happiness
6c8544613a,Morning peeps... If you need to get at me you know where I am... I`ll be around  ? http://blip.fm/~5jtyh,neutral,noon,21-30,Colombia,50882891,1109500,46,df
00f377c634,ya i walked into the wall thats why i have a plaster on my neck,neutral,night,70-100,Burkina Faso,20903273,273600,76,sadness
6327cee322,"  ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home",neutral,morning,0-20,China,1439323776,9388211,153,df
93b22f1829,yay .. sherbert and chocolate ... very nutritious,positive,noon,21-30,Holy See,801,0,2003,df
05a2d110ab,Bed. Church in the morning. Happy mothers day,positive,morning,46-60,Brunei,437479,5270,83,happiness
5e407e618c,One is not supposed to have a headache on a Friday. That`s just not right.,negative,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,sadness
d2a21b3cb7," many! mine included. ahem. shld have known better back then, wldn`t have missed so many opportunities haha",negative,night,70-100,Turkey,84339067,770000,110,df
aa6e04fee2,Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee,positive,noon,60-70,Libya,6871292,1759540,4,happiness
08a860484a,Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!,neutral,noon,21-30,Bangladesh,164689383,130170,1265,sadness
1484dd2416,yum - mother`s day lunch at The Food Business in Burnside was delicious! such a gorgeous day,positive,morning,46-60,Rwanda,12952218,24670,525,happiness
820ab32b34,i get a message that my account is suspended as far as i know i haven`t violated any terms contacting twitter now..,negative,morning,0-20,Andorra,77265,470,164,sadness
b8eb46f4c4, ill buy you one,neutral,morning,0-20,Cambodia,16718965,176520,95,df
829e2b094d,It`s pissing me off and not letting me follow ericka,negative,noon,60-70,Côte d'Ivoire,26378274,318000,83,anger
a50c8dc573, o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn`t working n e more,negative,morning,46-60,Guinea,13132795,246000,53,sadness
1dc70c74c4,bout 2 watch a movie nd drink wit martin nd leslie,neutral,night,31-45,Cabo Verde,555987,4030,138,df
f30f137d20,@ Sly party enjoying life  partying tonight.....maybe?,positive,morning,0-20,Palau,18094,460,39,happiness
03efda0e7e, I`m a minute in and I want to strangle the used car salesman doing the presentation. Is he related to the ShamWOW guy?,neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40,anger
e3dc2d8485,_apple miss you too kid i sent msg to you on yt,negative,morning,46-60,Solomon Islands,686884,28000,25,sadness
351e2355f9,"I am so grateful I am your daughter!  Happy Mother`s Day, Okasan.  Thank you for everything... always!",positive,noon,60-70,Armenia,2963243,28470,104,happiness
43b42b08ef,She didn`t make the challenge,neutral,morning,46-60,Ukraine,43733762,579320,75,df
a482681447, you can do it,positive,noon,60-70,Montenegro,628066,13450,47,happiness
7df7221145,  that`s why I need to be there...To represent the Blackberries,positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,df
efcca2b409,"_M ah. knowing microsoft, they could probby do it, but would want to charge way too much extra for it",negative,noon,60-70,Poland,37846611,306000,124,disgust
514b972ba8,_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,negative,morning,46-60,Bosnia and Herzegovina,3280819,51000,64,anger
f90eff1570, hahah lucky!! i have to wait 4 days! poop lol where abouts in the gold coast are you? (if u dnt mind me asking),positive,night,31-45,Bolivia,11673021,1083300,11,sadness
07c72f9267,"OK, It`s my 1000th Tweet  I`ll use it to simply say 'Thank You!!'. I`ve met some of the most giving/caring people on Twitter!",positive,noon,21-30,Montenegro,628066,13450,47,happiness
03c0f7ab4b,lol how I met your mother,neutral,noon,21-30,Cameroon,26545863,472710,56,df
d86c27f2c4," yeah, it`s tragic  i need a haircut",negative,noon,21-30,Libya,6871292,1759540,4,sadness
ad34eca171,http://twitpic.com/66shw - Just took this for class just 5 minutes ago its awsome being here too bad i graduate next year,neutral,morning,0-20,Sri Lanka,21413249,62710,341,happiness
edde6bb21e,Loving the sunshine! Wish poor Richie would feel better,positive,morning,46-60,Belarus,9449323,202910,47,sadness
ee50e9f914, Hi Selena i made this team to support you in Greece and Cyprus,positive,night,31-45,Morocco,36910560,446300,83,df
cb5e709de8,Guess what? mom adopted a kitty today (11 months) His name is Corky,neutral,noon,60-70,Israel,8655535,21640,400,happiness
f2b56c8998," That`s awesome man. ****, I should of sent you an affiliate link.  lol. oh well.",positive,night,31-45,Maldives,540544,300,1802,sadness
df1f980d8e," take it. mmm, definitely.",neutral,morning,46-60,Mongolia,3278290,1553560,2,df
3e95b01fc7,is looking at that person from a very different pov.  never thought i`d see this day arrive!,neutral,noon,60-70,Uruguay,3473730,175020,20,df
47eac3338e,Why is it that 'shipping & handleing' are soooo expensive??? It is more than 50% of my entire order! Not ordering yet.,negative,morning,0-20,Cambodia,16718965,176520,95,anger
9cba8bf464,Thanks to all my new followers!,positive,night,31-45,Lesotho,2142249,30360,71,happiness
7cf51c500a, awesome! have to take a look at them when i`m home.,positive,morning,0-20,Vanuatu,307145,12200,25,happiness
16be528f5c,........ Lala.. Little girl! I love these new songs!   IÃ¯Â¿Â½ve answered u ^^ Love to all you freaky twitter guys ;D,positive,night,31-45,India,1380004385,2973190,464,happiness
c250d1c6c0,went OUT 4 a meet up & MAY B hangin & or hittin a club or bar   IF the car holds up LOL :-P,neutral,noon,60-70,Togo,8278724,54390,152,happiness
0a269cef6e, How are you today!?,neutral,night,70-100,Djibouti,988000,23180,43,happiness
72e3305a2f,missing  on his birthday,negative,morning,0-20,Singapore,5850342,700,8358,sadness
5fbaa1c4e9,Sadness  The top horde guild that I liked disbanded.,negative,night,31-45,Kiribati,119449,810,147,sadness
ce4bc59c8b,Steve Aoki  sorry. May b nxt time.,negative,noon,60-70,Nicaragua,6624554,120340,55,sadness
7f24d1d1ef,Two week extension on contract ... I`m ready for it to be done,neutral,noon,60-70,Iceland,341243,100250,3,anger
c08f716ce5,mymaths time....if only i cud read the mind of a nerd durin the exam,neutral,morning,0-20,Trinidad and Tobago,1399488,5130,273,anger
b812c405ed,_370 i thought he was off until next week...i think we have another week to do his ohmygod please tell me with have another week,neutral,noon,21-30,El Salvador,6486205,20720,313,fear
008881f5c5,Found out earlier today that I`m going to be an Uncle,positive,morning,46-60,Mauritania,4649658,1030700,5,happiness
62c9a90f1d,Having a cup of tea,neutral,noon,21-30,Bulgaria,6948445,108560,64,happiness
7f5116e5a1,", totally worth it!! great movie cool 3D glasses! i miss ya! and i miss   and i miss new york too",negative,night,31-45,Jordan,10203134,88780,115,happiness
021f556f61,_agwl Talking to whom? This `Shah Rukh Khan` is an imposter here... LOL! BTW thanx for the follow...,neutral,night,70-100,Kiribati,119449,810,147,happiness
45e1645f36,Millenia mom.... I think I am in that category,neutral,night,31-45,Barbados,287375,430,668,df
74dc715845, lol seriously.  fail. ::sigh::,negative,noon,60-70,Uruguay,3473730,175020,20,disgust
97d0fd65e6,Four hour baseball game. At least the Crew spent much of it making the Cubbies look bad.,negative,noon,60-70,North Korea,25778816,120410,214,anger
b74856cd98,Hey  sorry about your headahce,negative,morning,0-20,Ethiopia,114963588,1000000,115,sadness
68fabec1dd, Me tooo!! Wish I could get you here,neutral,night,70-100,Antigua and Barbuda,97929,440,223,sadness
c3b550b62d, such a dissapointment  hhaha,negative,night,31-45,Sierra Leone,7976983,72180,111,disgust
2e7c0c9e74,"I don`t have MTV,. What am I going to DO?!! fmlllll",negative,noon,60-70,El Salvador,6486205,20720,313,anger
19167fd6e7,"goodnight loveee, i have to attend extra classes at school tmrw. urgh",positive,noon,60-70,Togo,8278724,54390,152,disgust
6af90a76e4," I love you so much.  Just got into my hiding spot, gonna go check out datalounge",positive,noon,21-30,Botswana,2351627,566730,4,happiness
af90ad5989," Poor you  Get outside and sleep in the garden, the sun will do you good. But don`t forget suncream!!!",negative,morning,46-60,New Zealand,4822233,263310,18,anger
623c380ff0,_Crow Morning!,neutral,noon,21-30,Libya,6871292,1759540,4,happiness
7812fa18bd,my blog is now updated,neutral,night,70-100,Saint Lucia,183627,610,301,df
76b4b5192f," dreamwidth, a new journaling site that just went into open beta.",neutral,noon,21-30,Palestine State,5101414,6020,847,df
10795c008a,  Who was it that said Vive le difference to me only the other day? ;-),neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,342000,16,happiness
b03b093758,"Aw man, Half Term isn`t long enough    lol!",negative,noon,21-30,Gabon,2225734,257670,9,disgust
103c6d1b10,Finally. Deleted her number from my phone contacts  #heartbreak,negative,morning,0-20,Timor-Leste,1318445,14870,89,sadness
72d01e41f5,"HOME!!!  from my relatives. my sissy, , posted pics of her and our cupie cousin Audrey.  ???",neutral,night,31-45,Madagascar,27691018,581795,48,df
dc9166b505, and i want to let you know im here for vfc no matter what happens and yes i need a hug to bad i live in delaware,negative,morning,46-60,Norway,5421241,365000,15,sadness
842b557aab,"If any one is looking for  he is now at   (And if you don`t know him yet, follow him anyways, good guy)",positive,night,31-45,Syria,17500658,183630,95,happiness
6f88ff3191," meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter",neutral,night,70-100,Equatorial Guinea,1402985,28050,50,happiness
e536f13163, been there!  need somewhere NEW,neutral,morning,46-60,Timor-Leste,1318445,14870,89,df
f564a00b26,"right, caffeine levels topped up, few more hours revision then #f1 time  `mon the jenson.",neutral,night,31-45,Burkina Faso,20903273,273600,76,df
ff1462ff46,Mourning Venus` Third Round Loss....,negative,morning,46-60,Vanuatu,307145,12200,25,sadness
f69743df17,"Been sick all week and still not feeling so well, can`t go to Lena`s cook-out  Gunna spend some time with the fam!",negative,night,70-100,Ghana,31072940,227540,137,sadness
0757b688fa,"Phone with Kayla, Johnathan, and Cisco!  Woo!",neutral,noon,60-70,Tanzania,59734218,885800,67,happiness
2331d16c42,DH is just about finished making his giant Trio candy bar. Thank the heavens. His work mates are in for a treat tomorrow!,positive,noon,60-70,Bangladesh,164689383,130170,1265,happiness
55a394aa00, http://twitpic.com/4jf4m - Very interesting head gear. lol.,positive,noon,60-70,Holy See,801,0,2003,surprise
53cfb970e6,"Oh and PS. Since it is already 12:30, I should probably say 'Happy Mother`s Day' to my Mom and all the mothers out there!",positive,morning,0-20,Democratic Republic of the Congo,89561403,2267050,40,happiness
83bbd4e35e,3am i still cant sleep,negative,morning,0-20,Saint Vincent and the Grenadines,110940,390,284,sadness
7919f4e984,ahh I hate being sick  Watching atonement! and sleeping,negative,noon,21-30,Luxembourg,625978,2590,242,anger
ab525ccdb8,got a new prom dress,neutral,night,31-45,Guatemala,17915568,107160,167,happiness
128c1c3504,I wanna longboard but it`s raining ughhhhhh,negative,night,31-45,Honduras,9904607,111890,89,disgust
dd49f1179d,Im just thinking bout life. I need my bed. My fiance is in bed first,neutral,noon,21-30,Botswana,2351627,566730,4,sadness
151d27a5ea, And the first thing you did was get your twit on....,neutral,morning,0-20,Greece,10423054,128900,81,df
937bd4015b,"_pickle lol, thank you very much Hope you`re having a great day!",positive,night,31-45,Iraq,40222493,434320,93,happiness
58fdcc0c17,hanging out with ambyr,neutral,night,70-100,Kiribati,119449,810,147,happiness
5bbef6942a, Well tell me what fashion tips you need and I`m your woman  hehehe,positive,morning,46-60,Nigeria,206139589,910770,226,happiness
7c2fcb712e, ****  lol....where u headed to?,neutral,morning,46-60,Trinidad and Tobago,1399488,5130,273,surprise
aa623c6ae7,"Spending a wonderful Mothers Day with Brad, Mom and Dad.  Happy Mothers Day to all Moms",positive,night,31-45,Laos,7275560,230800,32,happiness
7cd45d9ece,MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &$25 GiftCert to HipFabric!! GO check it out,neutral,morning,46-60,Hungary,9660351,90530,107,df
144fe57db1,That`s more like it - 3rd  #fb,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,342000,16,df
ddf0e52622, yesh. lawl,neutral,noon,60-70,Seychelles,98347,460,214,df
f1441fcdd7, who cares its hockey,negative,morning,0-20,Kazakhstan,18776707,2699700,7,anger
e3c1c6914d,who goes bowling anymore?... me and my friends,neutral,noon,21-30,Libya,6871292,1759540,4,surprise
90c8aa60db,"Have I ever told you I absolutly hate writing emails, status pdates are fine but emails have so much...finality...to them",negative,night,31-45,Jordan,10203134,88780,115,anger
faae6e2fa3,"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental",positive,noon,21-30,Lebanon,6825445,10230,667,sadness
946573f031, what sun?,neutral,morning,0-20,Congo (Congo-Brazzaville),5518087,342000,16,df
4805c1b793,Tonight is my last night in my apartment...,neutral,night,31-45,Honduras,9904607,111890,89,sadness
163acea217,"uff - hard to get going today, up half the night with 6 year old son",neutral,morning,0-20,Cambodia,16718965,176520,95,anger
807aa145f4,"http://www.facebook.com/pages/HelloTxt/73275306275 this message is posted on HelloTxt Facebook Fan page through HelloTxt, check it out",neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67,df
78d8e36c5c," I can`t believe that he almost got put down, before the rescue group went and got him.",positive,night,31-45,Cabo Verde,555987,4030,138,surprise
75b7008aa7,shakalohana week two of flat wavez no surfin,negative,night,70-100,Monaco,39242,1,26337,sadness
d02d2e4f18,tomorrow will be my last day in work.. how sad.. bye Ange,negative,night,31-45,Jordan,10203134,88780,115,sadness
1b964555f4,"Drop the girl she`s only got it for your heart she`s sure to leave broke and bleeding, and you know she`ll turn her back on you.  I lo ...",neutral,night,70-100,Chile,19116201,743532,26,sadness
c44b286776,_Cal Work or...(hehe mind in the gutter)! I`m sittin here doin this student loan thing.,neutral,morning,46-60,Belarus,9449323,202910,47,df
5ac55658f1, I heard your moving to Sydney next year im not happy,negative,morning,0-20,Cambodia,16718965,176520,95,sadness
31098bb260,wishes he had realized his wife hadn`t held onto the debit card before he took a long walk to get lunch and not after.  GRRR!,negative,morning,0-20,New Zealand,4822233,263310,18,anger
804f5f6524, that makes me sad for you,negative,night,31-45,Djibouti,988000,23180,43,sadness
8acedd6cab,"excited to see 'UP' for Logan`s Birthday in 2 weeks. Sad he wont have a party bc he doesn`t know any kids, tho.",neutral,morning,46-60,Palau,18094,460,39,df
d719d79b34,Brownie sundaes at Five and Dumpster. Blood Bros on iTunes. Palm Reader was closed  Fun at the 371 anyway.,neutral,morning,46-60,Georgia,3989167,69490,57,happiness
5b8d6e0051, Aww just read your tweet. I`m not sure about later either (work too)  feel it for us,positive,night,31-45,Iraq,40222493,434320,93,sadness
430f181d61,"_ri_ja good morning, It`s nice to see you!",positive,morning,0-20,New Zealand,4822233,263310,18,happiness
195c550682,what a great day for a massage! book your appointment today  617-262-2220,positive,morning,46-60,Congo (Congo-Brazzaville),5518087,342000,16,happiness
b718f8e1ec,"ugh, i dont feel like going to work today",negative,night,31-45,Peru,32971854,1280000,26,sadness
9c2c176eaf,to atl in the morning then back to Clemson,neutral,noon,60-70,Montenegro,628066,13450,47,df
cce5c4744a,Watching Body of Lies...good film,positive,night,70-100,Chile,19116201,743532,26,happiness
0c422d3fe4, awww. its cool. i ate too much ice cream,positive,morning,46-60,Turkmenistan,6031200,469930,13,sadness
74ef7b793d,cleaning and packing. Moving house is ****. It`s going to be a long weekend....,negative,night,31-45,Slovenia,2078938,20140,103,anger
910d626cd8,"Come on bell, RING. I want to go outside.",neutral,noon,60-70,Moldova,4033963,32850,123,anger
